"X__deprecation_message__"	"ip"	"country_code"	"country_name"	"region_code"	"region_name"	"city"	"zip_code"	"time_zone"	"latitude"	"longitude"	"metro_code"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.206.193.77"	"CN"	"China"	"SC"	"Sichuan"	"Chengdu"	""	"Asia/Shanghai"	30.6667	104.0667	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.206.193.9"	"CN"	"China"	"SC"	"Sichuan"	"Chengdu"	""	"Asia/Shanghai"	30.6667	104.0667	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.226.196.136"	"CN"	"China"	"SH"	"Shanghai"	"Shanghai"	""	"Asia/Shanghai"	31.0456	121.3997	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.23.3.232"	"CN"	"China"	"HE"	"Hebei"	"Hebei"	""	"Asia/Shanghai"	39.8897	115.275	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.231.140.218"	"CN"	"China"	"SH"	"Shanghai"	"Shanghai"	""	"Asia/Shanghai"	31.0456	121.3997	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.236.52.41"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.236.59.24"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.249.73.94"	"CN"	"China"	"XZ"	"Tibet"	"Lhasa"	""	"Asia/Urumqi"	29.65	91.1	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.251.72.148"	"CN"	"China"	"SH"	"Shanghai"	"Shanghai"	""	"Asia/Shanghai"	31.0456	121.3997	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.254.149.142"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.254.149.145"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.254.149.187"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.254.177.165"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.254.225.182"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.254.226.136"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.27.239.17"	"CN"	"China"	"HE"	"Hebei"	"Hebei"	""	"Asia/Shanghai"	39.8897	115.275	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.28.247.133"	"CN"	"China"	"HE"	"Hebei"	"Hebei"	""	"Asia/Shanghai"	39.8897	115.275	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.37.85.76"	"CN"	"China"	"ZJ"	"Zhejiang"	"Hangzhou"	""	"Asia/Shanghai"	30.2936	120.1614	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.50.105.49"	"PK"	"Pakistan"	"IS"	"Islamabad"	"Islamabad"	"44000"	"Asia/Karachi"	33.6957	73.0113	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.50.105.6"	"PK"	"Pakistan"	"IS"	"Islamabad"	"Islamabad"	"44000"	"Asia/Karachi"	33.6957	73.0113	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.50.125.47"	"PK"	"Pakistan"	"IS"	"Islamabad"	"Islamabad"	"44000"	"Asia/Karachi"	33.6957	73.0113	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.50.2.54"	"ID"	"Indonesia"	"JI"	"East Java"	"Surabaya"	""	"Asia/Jakarta"	-7.2492	112.7508	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.50.240.142"	"JP"	"Japan"	"27"	"Ōsaka"	"Osaka"	"543-0062"	"Asia/Tokyo"	34.6864	135.52	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.51.190.142"	"TH"	"Thailand"	"10"	"Bangkok"	"Bangkok"	"10310"	"Asia/Bangkok"	13.7833	100.5167	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.53.136.225"	"IN"	"India"	""	""	""	""	"Asia/Kolkata"	20	77	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.74.118.38"	"CN"	"China"	"HE"	"Hebei"	"Hebei"	""	"Asia/Shanghai"	39.8897	115.275	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.78.181.60"	"HK"	"Hong Kong"	"KKC"	"Kowloon City"	"Kowloon"	""	"Asia/Hong_Kong"	22.3167	114.1833	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.78.9.186"	"LA"	"Laos"	""	""	""	""	"Asia/Vientiane"	18	105	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.81.110.61"	"CN"	"China"	"SH"	"Shanghai"	"Shanghai"	""	"Asia/Shanghai"	31.0456	121.3997	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.81.114.83"	"CN"	"China"	"SH"	"Shanghai"	"Shanghai"	""	"Asia/Shanghai"	31.0456	121.3997	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.81.246.23"	"CN"	"China"	"SH"	"Shanghai"	"Shanghai"	""	"Asia/Shanghai"	31.0456	121.3997	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.89.139.225"	"CN"	"China"	"SH"	"Shanghai"	"Shanghai"	""	"Asia/Shanghai"	31.0456	121.3997	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.89.156.212"	"CN"	"China"	"SH"	"Shanghai"	"Shanghai"	""	"Asia/Shanghai"	31.0456	121.3997	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.93.225.78"	"CN"	"China"	"SH"	"Shanghai"	"Shanghai"	""	"Asia/Shanghai"	31.0456	121.3997	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.96.120.36"	"VN"	"Vietnam"	"HN"	"Thanh Pho Ha Noi"	"Hanoi"	""	"Asia/Ho_Chi_Minh"	21.0333	105.85	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.99.14.25"	"VN"	"Vietnam"	"HN"	"Thanh Pho Ha Noi"	"Hanoi"	""	"Asia/Ho_Chi_Minh"	21.0333	105.85	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.99.65.58"	"MY"	"Malaysia"	""	""	""	""	""	2.5	112.5	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"101.99.65.72"	"MY"	"Malaysia"	""	""	""	""	""	2.5	112.5	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"102.158.187.69"	"TN"	"Tunisia"	""	""	""	""	"Africa/Tunis"	34	9	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"102.251.204.190"	"ZA"	"South Africa"	"NL"	"KwaZulu-Natal"	"Durban"	"3630"	"Africa/Johannesburg"	-29.85	31.0167	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"102.253.200.182"	"ZA"	"South Africa"	"NL"	"KwaZulu-Natal"	"Isipingo"	"4110"	"Africa/Johannesburg"	-29.9864	30.9185	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.1.224.146"	"HK"	"Hong Kong"	"KSS"	"Sham Shui Po"	"Cheung Sha Wan"	""	"Asia/Hong_Kong"	22.2333	114	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.1.93.100"	"NP"	"Nepal"	"1"	"Central Region"	"Kathmandu"	""	"Asia/Kathmandu"	27.7167	85.3167	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.1.94.102"	"NP"	"Nepal"	"1"	"Central Region"	"Kathmandu"	""	"Asia/Kathmandu"	27.7167	85.3167	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.1.94.238"	"NP"	"Nepal"	"1"	"Central Region"	"Kathmandu"	""	"Asia/Kathmandu"	27.7167	85.3167	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.1.94.96"	"NP"	"Nepal"	"1"	"Central Region"	"Kathmandu"	""	"Asia/Kathmandu"	27.7167	85.3167	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.10.228.209"	"TH"	"Thailand"	"10"	"Bangkok"	"Bangkok"	"10400"	"Asia/Bangkok"	13.7625	100.531	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.10.52.83"	"BD"	"Bangladesh"	""	""	""	""	"Asia/Dhaka"	23.7	90.375	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.102.238.163"	"BD"	"Bangladesh"	""	""	""	""	"Asia/Dhaka"	23.7	90.375	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.102.238.62"	"BD"	"Bangladesh"	""	""	""	""	"Asia/Dhaka"	23.7	90.375	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.103.100.30"	"BD"	"Bangladesh"	"C"	"Dhaka Division"	"Ghazipur"	"1450"	"Asia/Dhaka"	23.7976	90.6435	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.103.2.107"	"IN"	"India"	""	""	""	""	"Asia/Kolkata"	20	77	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.106.98.124"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.106.98.137"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.11.98.134"	"ID"	"Indonesia"	"JB"	"West Java"	"Bandung"	""	"Asia/Jakarta"	-6.9039	107.6186	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.114.104.175"	"VN"	"Vietnam"	"HN"	"Thanh Pho Ha Noi"	"Hanoi"	""	"Asia/Ho_Chi_Minh"	21.0333	105.85	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.114.104.176"	"VN"	"Vietnam"	"HN"	"Thanh Pho Ha Noi"	"Hanoi"	""	"Asia/Ho_Chi_Minh"	21.0333	105.85	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.114.104.191"	"VN"	"Vietnam"	"HN"	"Thanh Pho Ha Noi"	"Hanoi"	""	"Asia/Ho_Chi_Minh"	21.0333	105.85	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.114.104.194"	"VN"	"Vietnam"	"HN"	"Thanh Pho Ha Noi"	"Hanoi"	""	"Asia/Ho_Chi_Minh"	21.0333	105.85	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.114.104.195"	"VN"	"Vietnam"	"HN"	"Thanh Pho Ha Noi"	"Hanoi"	""	"Asia/Ho_Chi_Minh"	21.0333	105.85	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.114.104.197"	"VN"	"Vietnam"	"HN"	"Thanh Pho Ha Noi"	"Hanoi"	""	"Asia/Ho_Chi_Minh"	21.0333	105.85	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.114.104.198"	"VN"	"Vietnam"	"HN"	"Thanh Pho Ha Noi"	"Hanoi"	""	"Asia/Ho_Chi_Minh"	21.0333	105.85	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.114.104.199"	"VN"	"Vietnam"	"HN"	"Thanh Pho Ha Noi"	"Hanoi"	""	"Asia/Ho_Chi_Minh"	21.0333	105.85	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.114.104.201"	"VN"	"Vietnam"	"HN"	"Thanh Pho Ha Noi"	"Hanoi"	""	"Asia/Ho_Chi_Minh"	21.0333	105.85	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.114.104.202"	"VN"	"Vietnam"	"HN"	"Thanh Pho Ha Noi"	"Hanoi"	""	"Asia/Ho_Chi_Minh"	21.0333	105.85	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.114.104.203"	"VN"	"Vietnam"	"HN"	"Thanh Pho Ha Noi"	"Hanoi"	""	"Asia/Ho_Chi_Minh"	21.0333	105.85	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.14.18.201"	"ID"	"Indonesia"	"JB"	"West Java"	"Bogor"	""	"Asia/Jakarta"	-6.5944	106.7892	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.14.234.22"	"IN"	"India"	"MH"	"Maharashtra"	"Thane"	"400603"	"Asia/Kolkata"	19.2	72.9667	0
