"X__deprecation_message__"	"ip"	"country_code"	"country_name"	"region_code"	"region_name"	"city"	"zip_code"	"time_zone"	"latitude"	"longitude"	"metro_code"	"servicio"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"1.23.247.108"	"IN"	"India"	"MH"	"Maharashtra"	"Mumbai"	""	"Asia/Kolkata"	18.975	72.8258	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"125.120.205.210"	"CN"	"China"	"ZJ"	"Zhejiang"	"Hangzhou"	""	"Asia/Shanghai"	30.2936	120.1614	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"49.76.11.66"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"125.105.16.171"	"CN"	"China"	"ZJ"	"Zhejiang"	"Quzhou"	""	"Asia/Shanghai"	28.9594	118.8686	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"168.194.83.151"	"BR"	"Brazil"	"MS"	"Mato Grosso do Sul"	"Maracaju"	""	"America/Campo_Grande"	-21.6333	-55.15	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"47.91.21.219"	"JP"	"Japan"	"13"	"Tokyo"	"Tokyo"	"102-0082"	"Asia/Tokyo"	35.685	139.7514	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"41.223.109.60"	"SO"	"Somalia"	""	""	""	""	"Africa/Mogadishu"	10	49	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"180.113.66.38"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"177.104.242.158"	"BR"	"Brazil"	"PA"	"Para"	"Tucurui"	"68455"	"America/Belem"	-3.8276	-49.8748	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"60.176.235.199"	"CN"	"China"	"ZJ"	"Zhejiang"	"Hangzhou"	""	"Asia/Shanghai"	30.2936	120.1614	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"178.74.51.87"	"NO"	"Norway"	"19"	"Troms Fylke"	"Tromsdalen"	"9020"	"Europe/Oslo"	69.65	19.0167	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"117.57.77.77"	"CN"	"China"	"AH"	"Anhui"	"Hefei"	""	"Asia/Shanghai"	31.8639	117.2808	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"49.76.125.229"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"125.118.73.237"	"CN"	"China"	"ZJ"	"Zhejiang"	"Hangzhou"	""	"Asia/Shanghai"	30.2936	120.1614	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"187.61.123.96"	"BR"	"Brazil"	""	""	""	""	""	-22.8305	-43.2192	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"115.207.83.183"	"CN"	"China"	"ZJ"	"Zhejiang"	"Quzhou"	""	"Asia/Shanghai"	28.9594	118.8686	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"125.121.120.150"	"CN"	"China"	"ZJ"	"Zhejiang"	"Hangzhou"	""	"Asia/Shanghai"	30.2936	120.1614	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.157.96.66"	"IT"	"Italy"	"25"	"Lombardy"	"Desio"	"20832"	"Europe/Rome"	45.6183	9.2025	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"117.84.112.240"	"CN"	"China"	"JS"	"Jiangsu"	"Wuxi"	""	"Asia/Shanghai"	31.5689	120.2886	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"220.191.12.160"	"CN"	"China"	"ZJ"	"Zhejiang"	"Hangzhou"	""	"Asia/Shanghai"	30.2936	120.1614	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"125.122.171.138"	"CN"	"China"	"ZJ"	"Zhejiang"	"Hangzhou"	""	"Asia/Shanghai"	30.2936	120.1614	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.77.228.125"	"IN"	"India"	"UP"	"Uttar Pradesh"	"Mathura"	"281001"	"Asia/Kolkata"	27.5	77.6833	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"183.128.243.181"	"CN"	"China"	"ZJ"	"Zhejiang"	"Hangzhou"	""	"Asia/Shanghai"	30.2936	120.1614	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"176.88.26.30"	"TR"	"Turkey"	"34"	"Istanbul"	"Istanbul"	""	"Europe/Istanbul"	41.0186	28.9647	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"125.118.73.170"	"CN"	"China"	"ZJ"	"Zhejiang"	"Hangzhou"	""	"Asia/Shanghai"	30.2936	120.1614	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"103.235.121.242"	"IN"	"India"	"MH"	"Maharashtra"	"Mumbai"	"400057"	"Asia/Kolkata"	18.975	72.8258	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"117.85.59.171"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"60.246.0.100"	"MO"	"Macao"	""	""	""	""	"Asia/Shanghai"	22.1667	113.55	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"192.162.140.129"	"UA"	"Ukraine"	"23"	"Zaporizhia"	"Zaporizhia"	"70459"	"Europe/Zaporozhye"	47.85	35.2833	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"191.37.204.53"	"BR"	"Brazil"	"MT"	"Mato Grosso"	"Nova Xavantina"	""	"America/Cuiaba"	-14.6646	-52.3556	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"77.49.240.95"	"GR"	"Greece"	""	""	""	""	"Europe/Athens"	37.9667	23.7167	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"80.246.138.103"	"IL"	"Israel"	""	""	""	""	"Asia/Jerusalem"	31.5	34.75	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"125.25.127.81"	"TH"	"Thailand"	"10"	"Bangkok"	"Bangkok"	"10110"	"Asia/Bangkok"	13.7083	100.4562	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"138.185.166.10"	"BR"	"Brazil"	"RN"	"Rio Grande do Norte"	"Joao Camara"	"59550"	"America/Fortaleza"	-5.5607	-35.815	0	"Imap"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"195.154.31.17"	"FR"	"France"	"IDF"	"Île-de-France"	"Paris"	"75013"	"Europe/Paris"	48.8322	2.3561	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"109.201.133.120"	"NL"	"Netherlands"	"GE"	"Provincie Gelderland"	"Rozendaal"	"6891"	"Europe/Amsterdam"	52.0074	5.9654	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"54.36.112.23"	"DE"	"Germany"	""	""	""	""	""	51.2993	9.491	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"185.245.96.235"	"DE"	"Germany"	""	""	""	""	""	51.2993	9.491	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"204.188.221.157"	"US"	"United States"	"IL"	"Illinois"	"Chicago"	"60602"	"America/Chicago"	41.8483	-87.6517	602	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"208.115.203.51"	"US"	"United States"	"TX"	"Texas"	"Dallas"	"75202"	"America/Chicago"	32.7791	-96.8028	623	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"37.8.30.181"	"PS"	"Palestine"	"RBH"	"Ramallah"	"Ramallah"	""	"Asia/Hebron"	31.9	35.2	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"85.17.212.28"	"NL"	"Netherlands"	""	""	""	""	"Europe/Amsterdam"	52.3824	4.8995	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"82.205.23.4"	"PS"	"Palestine"	""	""	"Gaza"	""	"Asia/Gaza"	31.5	34.4667	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"94.247.178.106"	"FR"	"France"	""	""	""	""	"Europe/Paris"	48.8582	2.3387	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"94.23.16.56"	"FR"	"France"	""	""	""	""	"Europe/Paris"	48.8582	2.3387	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"159.203.237.241"	"US"	"United States"	"CA"	"California"	"San Francisco"	"94124"	"America/Los_Angeles"	37.7353	-122.3732	807	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"195.154.30.164"	"FR"	"France"	"IDF"	"Île-de-France"	"Paris"	"75013"	"Europe/Paris"	48.8322	2.3561	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"41.250.196.80"	"MA"	"Morocco"	"04"	"Rabat-Sale-Kenitra"	"Kenitra"	""	"Africa/Casablanca"	34.261	-6.5802	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"37.8.59.183"	"PS"	"Palestine"	"RBH"	"Ramallah"	"Ramallah"	""	"Asia/Hebron"	31.9	35.2	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"153.120.93.215"	"JP"	"Japan"	"27"	"Ōsaka"	"Osaka"	"543-0062"	"Asia/Tokyo"	34.6864	135.52	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"37.59.42.161"	"FR"	"France"	""	""	""	""	"Europe/Paris"	48.8582	2.3387	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"185.22.152.34"	"RU"	"Russia"	""	""	""	""	""	55.7386	37.6068	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.90.94.79"	"IT"	"Italy"	"25"	"Lombardy"	"Bollate"	"20021"	"Europe/Rome"	45.5272	9.1172	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.244.85.122"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"202.103.52.143"	"CN"	"China"	"HB"	"Hubei"	"Wuhan"	""	"Asia/Shanghai"	30.5801	114.2734	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"104.255.67.220"	"US"	"United States"	"PA"	"Pennsylvania"	"Clarks Summit"	"18411"	"America/New_York"	41.4486	-75.728	577	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"67.55.110.36"	"US"	"United States"	"NY"	"New York"	"Garden City"	"11530"	"America/New_York"	40.7276	-73.6344	501	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"93.115.28.102"	"LT"	"Republic of Lithuania"	""	""	""	""	"Europe/Vilnius"	56	24	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"82.205.10.66"	"PS"	"Palestine"	""	""	"Gaza"	""	"Asia/Gaza"	31.5	34.4667	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"173.164.93.151"	"US"	"United States"	"OR"	"Oregon"	"Springfield"	"97477"	"America/Los_Angeles"	44.058	-123.0063	801	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"93.115.28.116"	"LT"	"Republic of Lithuania"	""	""	""	""	"Europe/Vilnius"	56	24	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"188.72.241.126"	"NL"	"Netherlands"	""	""	""	""	"Europe/Amsterdam"	52.3824	4.8995	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"208.115.236.186"	"US"	"United States"	"VA"	"Virginia"	"Ashburn"	"20147"	"America/New_York"	39.018	-77.539	511	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.244.76.138"	"US"	"United States"	"WA"	"Washington"	"Seattle"	"98168"	"America/Los_Angeles"	47.4891	-122.2908	819	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"115.168.71.84"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"61.191.41.7"	"CN"	"China"	"AH"	"Anhui"	"Hefei"	""	"Asia/Shanghai"	31.8639	117.2808	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"82.205.13.214"	"PS"	"Palestine"	""	""	""	""	""	32	35.25	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"64.31.56.184"	"US"	"United States"	"TX"	"Texas"	"Dallas"	"75202"	"America/Chicago"	32.7791	-96.8028	623	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"208.115.236.172"	"US"	"United States"	"VA"	"Virginia"	"Ashburn"	"20147"	"America/New_York"	39.018	-77.539	511	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"38.141.45.74"	"US"	"United States"	""	""	""	""	""	37.751	-97.822	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"5.90.90.193"	"IT"	"Italy"	"25"	"Lombardy"	"Bollate"	"20021"	"Europe/Rome"	45.5272	9.1172	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"85.31.209.109"	"FR"	"France"	""	""	""	""	"Europe/Paris"	48.8582	2.3387	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"46.148.27.90"	"UA"	"Ukraine"	""	""	""	""	""	50.45	30.5233	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"185.40.4.123"	"RU"	"Russia"	""	""	""	""	""	55.7386	37.6068	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"216.172.98.211"	"US"	"United States"	"TX"	"Texas"	"Bedford"	"76021"	"America/Chicago"	32.8523	-97.1343	623	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"88.147.143.242"	"RU"	"Russia"	"SAR"	"Saratovskaya Oblast'"	"Saratov"	"410000"	"Europe/Saratov"	51.5667	46.0333	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"64.31.20.154"	"US"	"United States"	"TX"	"Texas"	"Dallas"	"75202"	"America/Chicago"	32.7791	-96.8028	623	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"65.38.171.196"	"US"	"United States"	"CO"	"Colorado"	"Denver"	"80210"	"America/Denver"	39.677	-104.9647	751	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"195.154.53.30"	"FR"	"France"	"ARA"	"Auvergne-Rhone-Alpes"	"Échirolles"	""	"Europe/Paris"	45.1439	5.7288	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"212.129.30.255"	"FR"	"France"	"CVL"	"Centre-Val de Loire"	"Saint-Lubin-des-Joncherets"	"28350"	"Europe/Paris"	48.7667	1.2167	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"46.17.46.97"	"RU"	"Russia"	""	""	""	""	""	55.7386	37.6068	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"192.111.139.146"	"US"	"United States"	"GA"	"Georgia"	"Atlanta"	"30303"	"America/New_York"	33.748	-84.3858	524	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"37.8.18.196"	"PS"	"Palestine"	"RBH"	"Ramallah"	"Ramallah"	""	"Asia/Hebron"	31.9	35.2	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"174.137.170.180"	"US"	"United States"	"NY"	"New York"	"Garden City"	"11530"	"America/New_York"	40.7276	-73.6344	501	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"69.163.37.208"	"US"	"United States"	"PA"	"Pennsylvania"	"Valencia"	"16059"	"America/New_York"	40.7079	-79.9379	508	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"104.250.145.82"	"US"	"United States"	"CA"	"California"	"Los Angeles"	"90012"	"America/Los_Angeles"	34.0729	-118.2606	803	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"212.203.18.148"	"NL"	"Netherlands"	""	""	""	""	"Europe/Amsterdam"	52.3824	4.8995	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"82.205.11.31"	"PS"	"Palestine"	""	""	"Gaza"	""	"Asia/Gaza"	31.5	34.4667	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"96.44.189.172"	"US"	"United States"	"TX"	"Texas"	"Dallas"	"75247"	"America/Chicago"	32.8148	-96.8706	623	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"220.178.16.98"	"CN"	"China"	"AH"	"Anhui"	"Hefei"	""	"Asia/Shanghai"	31.8639	117.2808	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"37.8.67.116"	"PS"	"Palestine"	"RBH"	"Ramallah"	"Ramallah"	""	"Asia/Hebron"	31.9	35.2	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"142.0.37.2"	"US"	"United States"	"PA"	"Pennsylvania"	"Scranton"	"18502"	"America/New_York"	41.4092	-75.6649	577	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"213.165.68.55"	"DE"	"Germany"	""	""	""	""	""	51.2993	9.491	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"147.135.254.20"	"FR"	"France"	""	""	""	""	"Europe/Paris"	48.8582	2.3387	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"184.172.12.112"	"US"	"United States"	"TX"	"Texas"	"Dallas"	"75270"	"America/Chicago"	32.7787	-96.8218	623	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"82.205.7.171"	"PS"	"Palestine"	""	""	"Gaza"	""	"Asia/Gaza"	31.5	34.4667	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"62.82.203.212"	"ES"	"Spain"	""	""	""	""	""	40.4172	-3.684	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"37.8.37.77"	"PS"	"Palestine"	"RBH"	"Ramallah"	"Ramallah"	""	"Asia/Hebron"	31.9	35.2	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"188.165.239.172"	"FR"	"France"	""	""	""	""	"Europe/Paris"	48.8582	2.3387	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"104.130.26.55"	"US"	"United States"	"IN"	"Indiana"	"South Bend"	"46619"	"America/Indiana/Indianapolis"	41.6565	-86.3473	588	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"195.154.53.24"	"FR"	"France"	"ARA"	"Auvergne-Rhone-Alpes"	"Échirolles"	""	"Europe/Paris"	45.1439	5.7288	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"120.132.134.249"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"134.119.182.126"	"FR"	"France"	""	""	""	""	"Europe/Paris"	48.8582	2.3387	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"58.211.218.74"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"125.95.18.146"	"CN"	"China"	"GD"	"Guangdong"	"Guangzhou"	""	"Asia/Shanghai"	23.1167	113.25	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"65.111.165.235"	"US"	"United States"	"FL"	"Florida"	"Fort Lauderdale"	"33301"	"America/New_York"	26.1209	-80.1273	528	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"82.205.21.226"	"PS"	"Palestine"	""	""	"Gaza"	""	"Asia/Gaza"	31.5	34.4667	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"104.218.49.162"	"US"	"United States"	"NJ"	"New Jersey"	"Secaucus"	"07094"	"America/New_York"	40.7801	-74.0633	501	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"195.154.30.155"	"FR"	"France"	"IDF"	"Île-de-France"	"Paris"	"75013"	"Europe/Paris"	48.8322	2.3561	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"82.205.123.110"	"PS"	"Palestine"	""	""	"Gaza"	""	"Asia/Gaza"	31.5	34.4667	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"137.74.199.177"	"FR"	"France"	""	""	""	""	"Europe/Paris"	48.8582	2.3387	0	"Sip"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"163.172.99.85"	"FR"	"France"	""	""	""	""	"Europe/Paris"	48.8582	2.3387	0	"Sip"
