Firstseen (UTC)	Version	Feodo C&C	Status	SBL	ASN	Country	Lastseen (UTC)\
2015-11-27 16:46:49	D	178.23.77.236	offline	SBL278047	AS50919 INTERWORKS-AS,	- GR	2015-12-10 15:21:30\
2015-11-27 16:46:42	D	103.252.100.44	offline	SBL277909	AS59147 IDNIC-DRUPADI-AS-ID	- ID	2016-06-22 15:02:46\
2015-11-27 11:56:37	D	78.47.203.94	offline	SBL281217	AS24940 HETZNER-AS,	- DE	2016-01-28 12:38:56\
2015-11-27 11:56:37	D	172.245.57.174	offline	SBL303859	AS36352 AS-COLOCROSSING	- US	2016-07-05 11:02:36\
2015-11-27 08:38:29	D	89.46.65.44	offline	Not listed	AS31034 ARUBA-ASN,	- RO	2015-12-03 20:19:43\
2015-11-27 08:38:29	D	188.167.160.26	offline	SBL278260	AS6830 LGI-UPC	- SK	2016-06-08 19:27:36\
2015-11-27 08:38:29	D	46.22.134.78	offline	Not listed	AS39122 BLACKNIGHT-AS,	- IE	2016-01-09 02:41:49\
2015-11-27 05:43:46	D	103.228.200.37	offline	SBL251512	AS64005 KK-AS-AP	- BD	never\
2015-11-26 15:29:27	D	94.73.155.12	offline	SBL277695	AS34619 CIZGI,	- TR	2016-06-22 15:02:46\
2015-11-26 13:51:01	D	94.73.155.10	offline	SBL277696	AS34619 CIZGI,	- TR	never\
2015-11-26 13:51:01	D	199.175.55.116	offline	SBL277697	AS36454 CNSV-LLC	- US	never\
2015-11-20 13:32:53	D	185.87.51.41	offline	Not listed	AS48666 AS-MAROSNET		2015-11-30 16:30:32\
2015-11-20 13:32:53	D	195.187.111.11	offline	SBL277565	AS1887 NASK-ACADEMIC,	- PL	2015-12-16 12:16:40\
2015-11-20 10:54:49	D	42.117.2.85	offline	SBL276892	AS18403 FPT-AS-AP	- VN	2016-01-11 10:43:52\
2015-11-20 10:54:49	D	157.252.245.32	offline	SBL276893	AS3592 TRINCOLL-AS	- US	2016-01-09 11:13:23\
2015-11-20 10:54:49	D	91.212.89.239	offline	SBL276894	AS48979 UZINFOCOM,	- UZ	2015-12-10 15:21:30\
2015-11-18 18:21:12	D	77.221.140.99	offline	Not listed	AS30968 INFOBOX-AS	- RU	2015-12-10 15:21:30\
2015-11-18 18:21:09	D	5.63.88.100	offline	Not listed	AS9198 KAZTELECOM-AS,	- KZ	2016-01-10 23:06:23\
2015-11-18 18:20:37	D	41.56.123.235	offline	Not listed	AS33762 WBS,	- ZA	2015-11-30 16:30:32\
2015-11-18 18:20:04	D	41.136.36.148	offline	Not listed	AS23889 MauritiusTelecom,	- MU	2015-11-23 16:54:01\
2015-11-18 18:19:28	D	195.251.145.79	offline	Not listed	AS5408 GR-NET	- GR	2015-11-23 16:54:01\
2015-11-18 18:18:55	D	185.92.222.13	offline	Not listed	AS20473 AS-CHOOPA		2015-11-30 16:30:32\
2015-11-18 18:18:21	D	14.98.103.204	offline	Not listed	AS55740 TATAINDICOM-IN	- IN	2015-11-20 13:32:53\
2015-11-18 18:17:49	D	14.96.172.31	offline	Not listed	AS55740 TATAINDICOM-IN	- IN	2015-11-23 16:54:01\
2015-11-18 18:17:10	D	122.151.73.216	offline	Not listed	AS38285 M2TELECOMMUNICATIONS-AU	- AU	2015-11-23 13:28:51\
2015-11-18 18:16:37	D	78.47.66.169	offline	SBL280600	AS24940 HETZNER-AS,	- DE	2017-04-21 14:50:42\
2015-11-18 18:16:33	D	182.93.220.146	offline	SBL276701	AS4621 UNINET-AS-AP	- TH	2016-05-10 20:48:39\
2015-11-18 18:14:48	D	88.204.161.50	offline	Not listed	AS9198 KAZTELECOM-AS,	- KZ	never\
2015-11-18 18:14:15	D	65.214.247.67	offline	Not listed	AS16567 NETRIX-16567	- US	2015-12-03 10:03:31\
2015-11-18 18:14:12	D	41.207.64.49	offline	Not listed	AS36915 AFOL-KE-AS,	- KE	2015-12-03 10:03:31\
2015-11-18 18:14:08	D	203.158.193.83	offline	SBL276915	AS37932 RMUTI-AS-AP	- TH	2015-12-03 10:03:31\
2015-11-18 18:14:04	D	202.5.94.231	offline	SBL276639	AS7654 ISSP-AS-AP	- TH	2015-12-03 10:03:31\
2015-11-18 18:13:59	D	186.67.56.157	offline	SBL276638	AS6471 ENTEL	- CL	2016-01-24 07:10:59\
2015-11-18 18:13:55	D	176.58.61.198	offline	Not listed	AS48347 MTW-AS,	- RU	2015-12-03 10:03:31\
2015-11-18 18:13:22	D	159.8.57.135	offline	SBL276637	AS36351 SOFTLAYER	- CH	2015-12-03 10:03:31\
2015-11-18 18:13:19	D	158.69.208.123	offline	SBL276824	AS16276 OVH,	- US	2015-12-03 10:03:31\
2015-11-18 18:13:16	D	147.229.133.23	offline	Not listed	AS197451 VUTBR-AS,	- CZ	2015-11-26 13:51:01\
2015-11-18 18:12:44	D	188.165.152.190	offline	SBL277894	AS16276 OVH,	- FR	2016-01-06 11:20:30\
2015-11-18 18:12:41	D	113.30.152.170	offline	SBL276593	AS17447 NET4-IN	- IN	never\
2015-11-18 18:11:04	D	78.129.133.249	offline	SBL276589	AS20860 IOMART-AS,	- GB	2015-11-19 11:26:53\
2015-11-18 17:33:58	D	203.172.180.195	offline	SBL276588	AS4621 UNINET-AS-AP	- TH	2015-11-19 14:48:51\
2015-11-18 17:33:58	D	37.99.146.27	offline	SBL276591	AS47794 ATHEEB-AS,	- SA	2015-12-04 14:50:22\
2015-11-18 07:57:33	D	187.141.112.98	offline	SBL276577	AS8151 Uninet	- MX	2015-12-15 18:58:01\
2015-11-18 07:57:33	D	129.93.40.200	offline	SBL276578	AS7896 UNL-AS	- US	2016-01-21 11:09:23\
2015-11-13 19:56:31	D	85.214.152.31	offline	SBL276454	AS6724 STRATO	- DE	2016-02-10 18:07:20\
2015-11-13 08:22:28	D	85.214.71.240	offline	Not listed	AS6724 STRATO	- DE	2015-11-28 21:22:10\
2015-11-12 10:15:34	D	95.154.203.249	offline	SBL276004	AS20860 IOMART-AS,	- GB	2016-02-12 14:25:16\
2015-11-12 10:15:34	D	182.18.182.20	offline	Not listed	AS18229 CTRLS-AS-IN	- IN	2015-11-12 15:19:33\
2015-11-10 12:10:15	D	203.17.236.65	offline	SBL275664	AS17632 BCLNET-AS-AU	- AU	2015-11-30 16:30:32\
2015-11-10 12:10:15	D	217.160.110.232	offline	SBL276052	AS8560 ONEANDONE-AS	- DE	2016-01-10 23:06:23\
2015-11-09 11:51:54	D	68.169.54.179	offline	SBL275534	AS20141 QTS-SUW1-ATL1	- US	2016-03-12 16:57:36\
2015-11-08 11:50:29	D	221.132.35.56	offline	SBL275509	AS45899 VNPT-AS-VN	- VN	2017-04-21 14:50:42\
2015-11-08 11:50:29	D	89.189.174.19	offline	SBL275675	AS40995 SIBSET-NKZ-AS,	- RU	2016-01-10 23:06:23\
2015-11-07 17:44:31	D	62.129.240.74	offline	Not listed	AS12824 HOMEPL-AS,	- PL	2015-11-10 12:10:15\
2015-11-07 17:44:31	D	89.108.71.148	offline	SBL277564	AS43146 AGAVA3,	- RU	2017-10-21 23:59:11\
2015-11-07 17:44:31	D	173.45.192.173	offline	SBL275367	AS62722 -Reserved	- US	2015-12-08 17:27:07\
2015-11-07 17:44:31	D	202.137.31.219	offline	SBL275610	AS9905 LINKNET-ID-AP	- ID	2016-01-22 09:55:25\
2015-11-07 17:44:31	D	124.219.79.244	offline	SBL275804	AS24154 APBT-AS-TW	- TW	2016-01-10 23:06:23\
2015-11-07 00:16:53	D	85.93.177.135	offline	SBL278097	AS197013 SPRINTEL-SRO,	- CZ	2016-01-21 11:09:23\
2015-11-06 16:05:54	D	128.199.239.142	offline	SBL276220	AS14061 DIGITALOCEAN-ASN	- SG	2016-02-13 17:25:01\
2015-11-05 07:51:47	D	1.93.0.224	offline	SBL211425	AS4808 CHINA169-BJ	- CN	2016-03-12 03:58:33\
2015-11-05 07:51:47	D	182.75.57.123	offline	SBL275510	AS9498 BBIL-AP	- IN	never\
2015-11-05 07:51:47	D	91.142.221.195	offline	SBL275805	AS50926 INFORTELECOM-AS,	- ES	2016-01-06 11:20:30\
2015-11-05 07:51:47	D	203.66.45.16	offline	Not listed	AS3462 HINET	- TW	never\
2015-11-05 07:51:47	D	202.43.34.236	offline	Not listed	AS24299 ISSP-AS	- TH	never\
2015-10-28 21:10:59	D	168.187.96.115	offline	SBL275363	AS6412 KW	- KW	2016-01-08 19:18:51\
2015-10-28 21:10:59	D	130.185.189.81	offline	SBL278418	AS42487 CALIXO-MOSELLE	- FR	2015-12-15 18:58:01\
2015-10-27 02:49:42	D	5.187.4.183	offline	SBL275336	AS44066 DE-FIRSTCOLO	- DE	2016-03-12 16:57:36\
2015-10-23 07:01:32	D	198.72.109.8	offline	SBL274172	AS32613 IWEB-AS	- CA	never\
2015-10-23 07:01:32	D	68.168.100.232	offline	SBL274173	AS18501 CODERO-DFW	- US	2015-10-24 05:27:37\
2015-10-23 06:58:01	D	46.37.1.88	offline	SBL251424	AS31034 ARUBA-ASN,	- IT	2016-01-06 11:20:30\
2015-10-23 06:58:01	D	91.226.8.36	offline	Not listed	AS197716 MULTIKOMUNIKACIJE-,	- HR	2016-01-08 12:35:11\
2015-10-23 06:58:01	D	74.62.209.104	offline	SBL274163	AS20001 ROADRUNNER-WEST	- US	never\
2015-10-23 06:58:01	D	37.58.112.101	offline	Not listed	AS36351 SOFTLAYER	- NL	2015-12-03 10:03:31\
2015-10-22 15:28:08	D	200.29.90.162	offline	SBL274098	AS10778 MCL	- CL	2016-01-10 23:06:23\
2015-10-22 15:28:08	D	198.74.58.153	offline	SBL274099	AS63949 LINODE-AP	- US	2017-10-21 23:59:11\
2015-10-22 15:28:08	D	118.174.31.57	offline	SBL274162	AS131293 TOT-LLI-AS-AP	- TH	2016-01-10 23:06:23\
2015-10-22 15:28:08	D	62.102.249.157	offline	SBL274130	AS16347 RMI-FITECH,	- FR	2015-10-26 20:12:34\
2015-10-22 13:31:31	D	202.129.57.130	offline	SBL274088	AS9931 CAT-AP	- TH	2016-01-08 19:18:51\
2015-10-22 13:31:31	D	78.243.156.115	offline	SBL274089	AS12322 PROXAD,	- FR	2016-01-08 19:18:51\
2015-10-22 13:31:31	D	103.251.90.43	offline	SBL274090	AS55933 CLOUDIE-AS-AP	- HK	2015-10-30 19:23:12\
2015-10-21 13:26:47	D	119.47.112.227	offline	SBL274042	AS45459 WEB-DRIVE-NZ-AS-AP	- NZ	2017-09-26 09:31:52\
2015-10-21 13:26:47	D	185.48.144.4	offline	SBL274043	AS61970 SYSELCLOUD,	- CH	2016-01-10 23:06:23\
2015-10-21 13:26:47	D	41.38.18.230	offline	SBL274095	AS8452 TE-AS	- EG	2016-04-01 03:49:38\
2015-10-21 13:26:47	D	198.50.205.130	offline	Not listed	AS16276 OVH,	- CA	2016-01-10 23:06:23\
2015-10-19 20:20:03	D	107.170.237.112	offline	SBL273860	AS14061 DIGITALOCEAN-ASN	- US	2016-06-20 10:20:46\
2015-10-19 20:20:03	D	158.85.92.20	offline	SBL274087	AS36351 SOFTLAYER	- US	2016-01-08 19:18:51\
2015-10-19 20:20:03	D	202.157.171.198	offline	SBL276914	AS9892 ICONZ-WEBVISIONS-AP	- SG	2016-01-08 19:18:51\
2015-10-19 11:03:46	D	106.187.38.36	offline	SBL273851	AS2516 KDDI	- JP	2016-06-20 10:20:46\
2015-10-19 11:02:50	D	157.252.245.49	offline	SBL273850	AS3592 TRINCOLL-AS	- US	2015-10-24 05:27:37\
2015-10-19 11:02:50	D	162.13.137.236	offline	Not listed	AS15395 RACKSPACE-LON,	- GB	2016-01-10 23:06:23\
2015-10-17 12:13:15	D	202.191.34.129	offline	Not listed	AS9790 CALLPLUS-NZ-AP	- NZ	2015-10-19 11:03:46\
2015-10-17 12:13:04	D	192.33.100.131	offline	Not listed	AS559 SWITCH	- CH	never\
2015-10-17 12:13:00	D	104.156.53.91	offline	Not listed	AS29802 HVC-AS		2015-10-20 06:00:00\
2015-10-17 11:57:36	D	95.163.107.19	offline	SBL273655	AS12695 DINET-AS,	- RU	2015-10-16 13:11:45\
2015-10-17 06:47:18	D	45.55.136.31	offline	SBL273652	AS14061 DIGITALOCEAN-ASN		2016-06-20 10:20:46\
2015-10-16 13:11:45	D	93.185.75.21	offline	SBL273650	AS35104 KTC-AS,	- KZ	2016-01-08 19:18:51\
2015-10-16 13:11:45	D	37.187.87.228	offline	Not listed	AS16276 OVH,	- FR	2015-10-20 06:00:00\
2015-10-15 12:32:36	D	89.32.145.12	offline	Not listed	AS31708 COREIX-UK-AS	- GB	never\
2015-10-14 21:19:42	D	212.154.175.3	offline	SBL273376	AS50482 KAZAKHTELECOM-AS,	- KZ	2015-10-15 12:32:36\
2015-10-14 21:19:42	D	192.130.75.146	offline	SBL274041	AS1759 TSF-IP-CORE	- FI	2016-01-10 23:06:23\
2015-10-12 10:31:12	D	149.210.180.13	offline	SBL273375	AS20857 TRANSIP-AS	- NL	2015-10-14 21:19:42\
2015-10-09 11:53:14	D	86.105.33.102	offline	SBL272907	AS47427 DTNETWOK,	- RO	2015-10-14 02:09:27\
2015-10-08 14:39:26	D	198.61.187.234	offline	SBL272757	AS19994 RACKSPACE	- US	2015-10-08 20:47:06\
2015-10-08 07:50:52	D	164.15.82.22	offline	SBL272756	AS2611 BELNET,	- BE	2015-10-19 11:02:50\
2015-10-06 12:50:33	D	83.101.5.105	offline	Not listed	AS29587 SCHEDOM-AS	- BE	2015-10-14 21:19:42\
2015-10-06 06:51:38	D	95.163.107.42	offline	Not listed	AS12695 DINET-AS,	- RU	2015-10-19 11:03:46\
2015-10-06 06:51:38	D	87.106.18.216	offline	Not listed	AS8560 ONEANDONE-AS	- DE	2015-10-08 09:33:31\
2015-10-05 09:37:37	D	37.128.132.96	offline	Not listed	AS50957 MEMSET,	- GB	2016-01-10 23:06:23\
2015-10-05 09:37:37	D	84.246.226.211	offline	SBL278735	AS35393 EURO-WEB-AS,	- FR	2015-10-08 07:50:52\
2015-10-05 09:37:37	D	113.53.234.218	offline	SBL272457	AS131293 TOT-LLI-AS-AP	- TH	2015-10-14 21:19:42\
2015-10-01 22:45:07	D	92.51.129.33	offline	SBL272396	AS20773 HOSTEUROPE-AS,	- DE	never\
2015-10-01 11:23:22	D	136.243.237.218	offline	Not listed	AS24940 HETZNER-AS,	- DE	2015-10-12 10:31:12\
2015-10-01 11:23:22	D	82.118.24.167	offline	SBL271903	AS57238 ASSCD,	- SE	2015-10-01 22:45:07\
2015-10-01 11:23:22	D	195.251.250.37	offline	SBL271902	AS5408 GR-NET	- GR	2015-10-01 22:45:07\
2015-10-01 11:23:22	D	88.151.246.80	offline	SBL271901	AS34762 COMBELL-AS,	- BE	2015-10-12 10:31:12\
2015-09-12 00:53:39	C	195.22.28.199	offline	Not listed	AS8426 CLARANET-AS	- PT	2016-09-21 01:34:28\
2015-09-03 07:11:47	D	169.53.155.228	offline	Not listed	AS36351 SOFTLAYER	- CH	2015-09-03 13:14:57\
2015-09-03 05:57:00	D	80.78.245.185	offline	SBL273657	AS43146 AGAVA3,	- RU	2015-09-03 13:14:57\
2015-08-25 17:07:51	D	91.239.232.9	offline	Not listed	AS196645 HOSTPRO-AS,	- UA	2015-10-12 20:02:22\
2015-08-20 07:48:14	D	78.223.153.46	offline	Not listed	AS12322 PROXAD,	- FR	never\
2015-08-20 07:48:14	D	62.152.36.25	offline	SBL266530	AS29076 CITYTELECOM-AS	- RU	2015-09-28 15:41:52\
2015-08-19 13:04:34	D	178.32.127.112	offline	SBL267841	AS16276 OVH,	- FR	2015-09-03 08:17:32\
2015-08-19 06:31:29	D	69.23.87.56	offline	SBL267842	AS10796 SCRR-10796	- US	2015-08-31 02:22:08\
2015-08-19 06:31:29	D	195.208.255.134	offline	Not listed	AS5480 R61NET	- RU	2015-09-03 08:17:32\
2015-08-19 02:10:35	D	66.240.183.19	offline	SBL266231	AS23136 ONX	- US	2015-09-29 05:01:27\
2015-08-14 05:32:11	D	91.121.15.225	offline	SBL265621	AS16276 OVH,	- FR	2015-08-19 08:29:29\
2015-08-13 19:04:43	D	74.119.194.18	offline	SBL265620	AS40015 MOVECLICKLLC	- US	2017-06-17 23:32:43\
2015-08-12 13:31:20	D	80.11.76.118	offline	SBL266230	AS3215 AS3215,	- FR	2015-08-15 09:01:11\
2015-08-11 15:48:59	D	201.175.17.35	offline	Not listed	AS22908 Sixsigma	- MX	2017-06-17 23:32:43\
2015-08-11 15:48:59	D	203.208.185.20	offline	SBL265434	AS7700 SINGTEL-DVBIP-AS-AP	- SG	never\
2015-08-11 08:34:00	D	195.154.184.240	offline	SBL265432	AS12876 AS12876,	- FR	2015-08-19 08:29:29\
2015-08-10 09:58:37	D	91.121.82.113	offline	SBL265324	AS16276 OVH,	- FR	2015-10-01 04:26:53\
2015-08-08 08:29:23	D	5.39.222.172	offline	SBL265440	AS57043 HOSTKEY-AS,	- NL	2015-09-06 05:51:27\
2015-08-06 11:42:45	D	212.47.196.149	offline	SBL266237	AS3327 CITIC	- UA	2017-06-17 23:32:43\
2015-08-06 02:01:08	D	141.0.177.142	offline	SBL264740	AS197235 AVANTEL-SAMARA,	- RU	2015-08-22 03:37:36\
2015-08-05 16:55:53	D	80.247.233.18	offline	SBL264739	AS15826 NFRANCE,	- FR	2015-10-01 04:26:53\
2015-08-04 19:09:41	D	91.231.84.120	offline	SBL264735	AS197726 UKRNAMES-AS,	- UA	2015-09-08 05:07:03\
2015-08-04 19:09:41	D	148.251.157.148	offline	SBL264738	AS24940 HETZNER-AS,	- DE	2015-09-06 05:51:27\
2015-08-04 19:09:41	D	119.81.87.154	offline	SBL264736	AS36351 SOFTLAYER	- SG	2015-09-06 05:51:27\
2015-08-04 19:09:41	D	50.100.255.250	offline	Not listed	AS577 BACOM	- CA	2015-09-06 05:51:27\
2015-08-04 19:09:41	D	91.201.155.96	offline	SBL265619	AS48446 HOSTERSI-AS,	- PL	2015-09-06 05:51:27\
2015-08-04 12:02:59	D	176.35.211.41	offline	SBL264569	AS5413 AS5413,	- GB	2015-08-11 15:48:59\
2015-08-04 12:02:59	D	80.12.90.20	offline	SBL264568	AS3215 AS3215,	- FR	2015-08-11 15:48:59\
2015-08-04 12:02:59	D	79.174.210.65	offline	SBL264570	AS9003 ASN-SFR	- FR	2015-08-20 07:48:14\
2015-08-04 12:02:59	D	194.58.111.157	offline	SBL264571	AS197695 AS-REG,	- RU	2017-06-14 01:36:27\
2015-08-01 14:16:04	D	46.36.219.141	offline	Not listed	AS198068 FASTNET,	- EE	never\
2015-08-01 03:39:55	D	85.25.199.246	offline	SBL264300	AS8972 GD-EMEA-DC-SXB1,	- DE	2015-09-28 23:41:59\
2015-08-01 03:39:55	D	78.115.79.21	offline	SBL264734	AS8228 CEGETEL-AS,	- FR	2015-08-15 09:01:11\
2015-07-28 21:47:34	D	146.115.144.5	offline	SBL264567	AS6079 RCN-AS	- US	2015-08-06 07:47:24\
2015-07-28 21:47:34	D	136.243.219.242	offline	SBL264302	AS24940 HETZNER-AS,	- DE	never\
2015-07-27 10:29:22	D	93.171.132.5	offline	Not listed	AS198056 TELEOKA-KOM-AS,	- UA	2015-07-29 08:59:47\
2015-07-24 13:41:31	D	109.130.69.212	offline	SBL264733	AS5432 BELGACOM-SKYNET-AS,	- BE	2015-08-15 09:01:11\
2015-07-23 17:14:35	D	31.131.251.33	offline	SBL271635	AS49505 SELECTEL,	- RU	2015-10-12 20:02:22\
2015-07-21 16:48:03	D	199.241.30.233	offline	SBL264312	AS3842 RAMNODE	- US	2015-09-29 07:16:40\
2015-07-21 16:48:03	D	94.23.110.45	offline	Not listed	AS16276 OVH,	- FR	2015-08-22 03:37:36\
2015-07-21 04:38:35	D	162.243.12.14	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- US	2015-09-29 07:16:40\
2015-07-21 04:38:35	D	188.93.73.90	offline	SBL264303	AS12338 EUSKALTEL,	- ES	2015-09-29 07:16:40\
2015-07-21 02:29:21	D	95.163.121.252	offline	Not listed	AS12695 DINET-AS,	- RU	2015-09-03 15:45:01\
2015-07-21 02:29:21	D	93.93.184.13	offline	SBL264314	AS34235 ASPSERVEUR-AS,	- FR	2015-08-04 12:02:59\
2015-07-21 02:29:21	D	194.58.96.45	offline	Not listed	AS197695 AS-REG,	- RU	2015-09-29 02:48:28\
2015-07-15 15:10:12	D	27.4.1.212	offline	Not listed	AS17488 HATHWAY-NET-AP	- IN	2015-07-20 11:56:43\
2015-07-15 15:10:12	D	117.241.49.208	offline	Not listed	AS9829 BSNL-NIB	- IN	2015-07-20 11:56:43\
2015-07-15 14:33:19	D	151.248.123.100	offline	SBL264315	AS197695 AS-REG,	- RU	2017-06-14 01:36:27\
2015-07-15 12:12:31	D	178.77.183.194	offline	SBL262089	AS9498 BBIL-AP	- JO	2015-07-20 11:56:43\
2015-07-15 12:12:31	D	91.121.91.221	offline	Not listed	AS16276 OVH,	- FR	2015-08-24 00:00:23\
2015-07-09 02:32:10	D	176.99.6.10	offline	SBL261828	AS49352 LOGOL-AS,	- RU	2017-09-18 19:15:31\
2015-07-08 18:23:03	D	176.9.118.201	offline	SBL261827	AS24940 HETZNER-AS,	- DE	2015-07-15 09:31:21\
2015-07-08 18:23:03	D	5.135.28.113	offline	Not listed	AS16276 OVH,	- FR	2015-07-26 18:00:44\
2015-07-07 03:56:10	D	176.28.10.253	offline	SBL261826	AS20773 HOSTEUROPE-AS,	- DE	2017-09-18 19:15:31\
2015-07-06 09:28:02	D	109.186.152.83	offline	Not listed	AS1680 NV-ASN	- IL	never\
2015-07-02 10:23:33	D	69.164.213.85	offline	SBL261825	AS63949 LINODE-AP	- US	2015-10-01 04:26:53\
2015-07-02 05:06:58	D	188.226.166.43	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- NL	2015-07-29 16:55:45\
2015-07-02 05:06:58	D	87.254.45.100	offline	SBL264317	AS35754 IMCAS-AS,	- NO	2015-09-29 05:01:27\
2015-07-01 13:03:57	D	5.50.29.203	offline	Not listed	AS5410 ASN-BOUYGTEL-ISP,	- FR	never\
2015-07-01 09:38:26	D	46.31.43.57	offline	Not listed	AS44141 DEVCLIC-AS,	- FR	2016-01-08 19:18:51\
2015-06-30 13:32:49	D	5.172.193.101	offline	Not listed	AS199081 LANCOM	- GR	never\
2015-06-30 12:04:07	D	118.174.151.27	offline	SBL261824	AS131293 TOT-LLI-AS-AP	- TH	2015-08-24 00:00:23\
2015-06-30 12:04:07	D	46.19.136.211	offline	SBL262087	AS51852 PLI-AS,	- CH	2015-07-20 11:56:43\
2015-06-29 11:45:28	D	78.47.139.58	offline	Not listed	AS24940 HETZNER-AS,	- DE	2015-07-07 03:56:10\
2015-06-26 16:03:46	D	85.25.238.8	offline	Not listed	AS8972 GD-EMEA-DC-SXB1,	- DE	2015-07-21 19:48:10\
2015-06-26 16:03:46	D	68.169.49.213	offline	SBL260762	AS20141 QTS-SUW1-ATL1	- US	2017-06-14 01:36:27\
2015-06-19 09:45:50	D	76.74.177.209	offline	SBL271636	AS13768 COGECO-PEER1	- US	2015-09-29 05:01:27\
2015-06-17 04:48:59	D	176.9.143.115	offline	SBL296254	AS24940 HETZNER-AS,	- DE	2015-06-17 22:49:09\
2015-06-16 23:09:27	D	221.165.153.151	offline	SBL259569	AS4766 KIXS-AS-KR	- KR	never\
2015-06-16 22:51:18	D	37.143.11.165	offline	SBL259566	AS203226 IHC,	- RU	2015-06-18 11:57:27\
2015-06-16 22:51:18	D	80.240.129.54	offline	SBL259567	AS14061 DIGITALOCEAN-ASN	- NL	never\
2015-06-16 22:51:18	D	82.239.92.207	offline	SBL259568	AS12322 PROXAD,	- FR	never\
2015-06-16 22:51:18	D	134.121.84.225	offline	Not listed	AS11827 WSU-AS	- US	never\
2015-06-16 22:51:18	D	183.81.166.5	offline	SBL260761	AS45352 IPSERVERONE-AS-AP	- MY	2016-01-10 23:06:23\
2015-06-16 18:11:34	D	193.13.142.11	offline	SBL259564	AS1257 TELE2,	- SE	never\
2015-06-16 09:47:43	D	136.243.14.142	offline	SBL259563	AS24940 HETZNER-AS,	- DE	2015-06-16 12:37:55\
2015-06-13 01:40:46	D	71.14.1.139	offline	SBL259293	AS20115 CHARTER-NET-HKY-NC	- US	2015-12-15 18:50:27\
2015-06-13 01:40:46	D	90.80.231.36	offline	SBL259292	AS3215 AS3215,	- FR	2015-10-22 14:47:19\
2015-06-13 01:40:46	D	218.164.174.77	offline	Not listed	AS3462 HINET	- TW	never\
2015-06-12 16:44:04	D	162.230.122.35	offline	Not listed	AS7018 ATT-INTERNET4	- US	2015-06-19 09:45:50\
2015-06-11 06:00:30	D	94.23.53.23	offline	SBL259153	AS16276 OVH,	- FR	2015-12-15 18:50:27\
2015-06-10 16:24:48	D	209.40.206.231	offline	SBL259152	AS29873 BIZLAND-SD	- US	2015-06-16 18:11:34\
2015-06-10 16:24:48	D	78.47.182.215	offline	Not listed	AS24940 HETZNER-AS,	- DE	2015-06-12 16:44:04\
2015-06-10 10:49:13	D	173.230.130.172	offline	Not listed	AS63949 LINODE-AP	- US	2015-12-15 18:50:27\
2015-06-09 07:50:24	C	37.187.144.59	offline	Not listed	AS16276 OVH	- FR	2015-06-09 11:29:57\
2015-06-08 13:11:29	C	92.222.7.156	offline	Not listed	AS16276 OVH	- FR	2015-06-09 11:29:57\
2015-06-08 12:26:23	C	64.207.148.216	offline	Not listed	AS31815 MEDIATEMPLE	- US	2015-06-13 02:16:02\
2015-06-08 10:39:33	D	78.47.136.47	offline	SBL258896	AS24940 HETZNER-AS,	- DE	never\
2015-06-07 15:39:56	D	79.143.191.147	offline	Not listed	AS51167 CONTABO,	- DE	2016-10-26 00:14:32\
2015-06-05 16:58:36	D	188.120.249.231	offline	SBL258717	AS29182 ISPSYSTEM-AS,	- RU	2017-06-25 13:47:31\
2015-06-05 11:43:27	D	203.151.94.120	offline	SBL258716	AS4618 INET-TH-AS	- TH	2015-06-05 13:48:57\
2015-06-05 11:43:27	D	92.63.87.3	offline	SBL258755	AS15615 IT_SERVICES,	- LV	2015-06-08 10:39:33\
2015-06-05 11:43:27	D	140.133.71.15	offline	Not listed	AS1659 ERX-TANET-ASN1	- TW	2015-06-16 23:09:27\
2015-06-04 12:58:57	D	121.245.138.147	offline	Not listed	AS10199 TATA-AS	- IN	never\
2015-06-04 12:58:57	D	14.53.205.220	offline	Not listed	AS4766 KIXS-AS-KR	- KR	2015-06-05 11:43:27\
2015-06-04 12:58:57	D	24.107.205.249	offline	Not listed	AS20115 CHARTER-NET-HKY-NC	- US	2015-06-05 11:43:27\
2015-06-04 08:52:47	D	70.32.74.108	offline	SBL258577	AS31815 MEDIATEMPLE	- US	2017-06-25 13:47:31\
2015-06-04 08:41:38	D	185.12.95.40	offline	SBL258715	AS49189 RUWEB,	- RU	2015-06-26 09:06:20\
2015-06-04 08:22:17	D	90.244.114.91	offline	Not listed	AS1273 CW	- GB	never\
2015-06-04 07:06:35	C	31.192.209.119	offline	Not listed	AS51559 NETINTERNET	- TR	2015-06-10 16:09:32\
2015-06-03 17:21:53	D	37.140.195.177	offline	Not listed	AS197695 AS-REG,	- RU	2015-06-26 09:06:20\
2015-06-03 08:19:34	C	37.187.137.213	offline	Not listed	AS16276 OVH	- FR	2015-06-04 08:30:26\
2015-06-03 08:19:34	C	95.173.183.223	offline	Not listed	AS51559 NETINTERNET	- TR	2015-06-03 08:59:16\
2015-06-03 08:19:34	C	46.105.112.142	offline	Not listed	AS16276 OVH	- FR	2015-06-05 08:00:00\
2015-06-03 07:26:08	C	50.57.115.183	offline	Not listed	AS19994 RACKSPACE	- US	2015-06-08 13:11:29\
2015-06-02 07:04:43	C	31.192.209.150	offline	Not listed	AS51559 NETINTERNET	- TR	2015-06-04 18:05:04\
