Firstseen (UTC)	Version	Feodo C&C	Status	SBL	ASN	Country	Lastseen (UTC)\
2015-06-02 01:14:45	C	94.102.14.7	offline	Not listed	AS51559 NETINTERNET	- TR	2015-06-13 02:16:02\
2015-06-01 13:35:33	C	50.63.128.135	offline	Not listed	AS26496 AS-26496-GO-DADDY-COM-LLC	- US	2015-06-01 17:30:25\
2015-06-01 11:36:38	D	146.185.128.226	offline	SBL258279	AS14061 DIGITALOCEAN-ASN	- NL	2015-12-05 00:07:11\
2015-06-01 11:36:38	D	31.186.99.250	offline	SBL260760	AS49505 SELECTEL,	- RU	2015-06-26 09:06:20\
2015-06-01 11:36:38	D	185.91.175.159	offline	SBL258277	AS50113 SUPERSERVERSDATACENTER,		2015-06-01 17:13:20\
2015-06-01 11:36:38	D	107.170.1.205	offline	SBL258276	AS14061 DIGITALOCEAN-ASN	- US	2015-12-05 00:07:11\
2015-06-01 11:36:38	D	134.184.18.160	offline	SBL258445	AS2611 BELNET,	- BE	2015-06-04 08:22:17\
2015-05-29 15:09:04	D	178.32.53.123	offline	SBL258028	AS16276 OVH,	- GB	2017-03-17 02:07:36\
2015-05-29 15:05:33	D	62.240.61.45	offline	SBL258251	AS21003 GPTC-AS,	- LY	2015-06-04 08:28:23\
2015-05-29 15:05:33	D	80.52.222.10	offline	SBL258088	AS5617 TPNET,	- PL	2015-05-31 09:07:18\
2015-05-29 12:37:27	C	31.200.244.17	offline	Not listed		- ES	2015-06-16 22:17:14\
2015-05-29 11:40:41	D	134.0.115.157	offline	Not listed	AS197695 AS-REG,	- RU	2015-12-05 00:07:11\
2015-05-29 02:48:54	C	217.26.209.10	offline	Not listed	AS198894 EUNET-AS	- RS	2015-06-04 07:06:35\
2015-05-27 20:48:34	D	151.97.80.16	offline	SBL257881	AS137 ASGARR	- IT	2015-06-07 15:39:56\
2015-05-27 10:28:02	D	144.76.238.214	offline	SBL258252	AS24940 HETZNER-AS,	- DE	2015-12-05 00:07:11\
2015-05-27 07:50:02	C	104.236.94.91	offline	Not listed	AS393406 DIGITALOCEAN-ASN-NY3		2015-05-27 11:04:54\
2015-05-27 04:44:15	D	95.163.121.137	offline	SBL257890	AS12695 DINET-AS,	- RU	2015-06-05 19:55:58\
2015-05-27 04:44:15	D	216.119.147.87	offline	SBL257889	AS32780 HOSTINGSERVICES-INC	- US	2015-06-12 17:04:45\
2015-05-25 19:56:45	C	106.187.49.59	offline	Not listed	AS2516 KDDI	- JP	2015-05-28 08:21:22\
2015-05-23 15:41:39	C	91.121.222.31	offline	Not listed	AS16276 OVH	- FR	2015-05-24 18:04:28\
2015-05-22 10:03:15	C	208.95.104.92	offline	Not listed	AS32915 KATTARE	- US	never\
2015-05-22 06:22:38	D	210.180.43.94	offline	SBL257880	AS4663 ELIMNET-AS-KR	- KR	2015-06-04 12:58:57\
2015-05-21 20:18:31	D	78.47.182.222	offline	Not listed	AS24940 HETZNER-AS,	- DE	2015-05-29 15:09:04\
2015-05-21 20:18:31	D	210.90.190.75	offline	SBL257292	AS4766 KIXS-AS-KR	- KR	2015-05-27 23:43:52\
2015-05-21 15:35:54	D	176.31.28.250	offline	Not listed	AS16276 OVH,	- FR	2015-06-01 11:36:38\
2015-05-21 15:35:54	D	78.46.60.131	offline	SBL257231	AS24940 HETZNER-AS,	- DE	2015-05-28 08:18:26\
2015-05-19 17:04:36	C	61.19.253.26	offline	Not listed	AS9931 CAT-AP	- TH	2015-06-09 00:10:03\
2015-05-19 17:04:36	C	62.210.214.106	offline	Not listed	AS12876 AS12876	- FR	2017-07-14 01:57:25\
2015-05-18 22:30:08	C	212.71.255.90	offline	Not listed	AS15830 TELECITY-LON	- GB	2015-05-22 08:22:16\
2015-05-18 14:14:13	C	94.176.2.170	offline	Not listed	AS61030 ASTIMP-AS	- RO	never\
2015-05-18 12:59:14	D	185.15.185.201	offline	SBL256992	AS197252 COLOBRIDGE-AS,	- DE	2015-09-28 20:19:52\
2015-05-18 12:59:14	D	209.88.157.162	offline	SBL258489	AS1680 NV-ASN	- IL	2015-06-04 08:22:17\
2015-05-18 11:54:58	C	194.247.12.104	offline	Not listed	AS200000 UKRAINE-AS	- UA	never\
2015-05-18 10:29:16	C	188.165.209.149	offline	Not listed	AS16276 OVH	- FR	2015-05-19 14:30:02\
2015-05-18 08:04:50	C	200.159.128.189	offline	SBL256952	AS27688 Novanet	- BR	2015-08-11 02:18:16\
2015-05-18 04:19:54	C	94.176.2.168	offline	Not listed	AS61030 ASTIMP-AS	- RO	never\
2015-05-16 19:13:36	D	151.236.216.254	offline	SBL256776	AS63949 LINODE-AP	- GB	never\
2015-05-16 19:13:36	D	31.24.30.31	offline	Not listed	AS39701 SKYLINE-AS	- RU	2015-05-29 11:40:41\
2015-05-16 10:11:18	D	118.69.201.20	offline	SBL256735	AS18403 FPT-AS-AP	- VN	2015-06-05 11:43:27\
2015-05-14 21:18:15	C	217.147.92.111	offline	Not listed	AS20860 IOMART-AS	- GB	2015-05-15 13:30:47\
2015-05-14 21:18:15	C	46.32.233.226	offline	Not listed	AS20738 AS20738	- GB	2015-06-02 23:18:25\
2015-05-14 14:41:36	D	185.91.175.5	offline	SBL256648	AS50113 SUPERSERVERSDATACENTER,	- RU	2015-05-15 11:23:12\
2015-05-14 14:35:59	D	2.50.11.28	offline	SBL256647	AS5384 EMIRATES-INTERNET	- AE	2015-05-16 10:11:18\
2015-05-14 07:01:18	C	95.138.160.145	offline	Not listed	AS15395 Rackspace	- GB	2015-05-15 13:30:47\
2015-05-14 04:31:02	C	76.74.252.88	offline	Not listed	AS13768 PEER1	- US	2015-05-20 13:51:35\
2015-05-13 17:17:14	C	103.16.26.228	offline	Not listed	AS132597 SERVERWORKS-AS	- KR	never\
2015-05-13 13:37:31	D	78.47.182.219	offline	Not listed	AS24940 HETZNER-AS,	- DE	2015-05-22 06:22:38\
2015-05-13 13:37:31	D	143.239.220.72	offline	SBL256811	AS1213 HEANET,	- IE	2015-05-16 19:13:36\
2015-05-13 12:14:49	D	131.111.216.180	offline	SBL257206	AS786 JANET	- GB	never\
2015-05-13 12:14:49	D	59.161.184.99	offline	Not listed	AS10199 TATA-AS	- IN	never\
2015-05-13 07:11:52	C	103.16.26.36	offline	Not listed	AS132597 SERVERWORKS-AS	- KR	never\
2015-05-13 07:11:52	C	173.230.130.252	offline	Not listed	AS3595 GNAXNET-AS	- US	2015-05-13 19:47:58\
2015-05-13 07:11:52	C	42.62.40.103	offline	Not listed	AS4808 CHINA169-BJ	- CN	2015-08-11 02:18:16\
2015-05-12 17:25:01	C	94.126.171.85	offline	Not listed	AS33876 FLESK-AS	- PT	2015-05-14 08:32:13\
2015-05-12 16:10:19	D	37.143.15.116	offline	SBL256645	AS203226 IHC,	- RU	2015-06-07 15:55:52\
2015-05-12 03:37:56	C	200.75.7.92	offline	SBL256204	AS14259 Gtd	- CL	2015-06-19 02:51:06\
2015-05-11 00:08:25	D	5.63.159.90	offline	Not listed	AS197695 AS-REG,	- RU	2015-08-31 11:52:06\
2015-05-07 05:09:28	C	121.50.46.81	offline	Not listed	AS2497 IIJ	- JP	2015-05-11 10:36:54\
2015-05-05 02:29:43	D	212.227.89.182	offline	SBL256644	AS8560 ONEANDONE-AS	- DE	2015-05-28 02:42:40\
2015-05-05 00:52:44	D	95.163.121.138	offline	SBL256643	AS12695 DINET-AS,	- RU	2015-05-22 06:22:38\
2015-05-01 13:43:58	D	194.28.87.125	offline	SBL257891	AS196645 HOSTPRO-AS,	- UA	2015-08-31 11:52:06\
2015-05-01 09:44:43	D	87.117.229.29	offline	Not listed	AS20860 IOMART-AS,	- GB	2015-06-09 00:15:47\
2015-04-27 16:55:34	D	5.45.123.152	offline	Not listed	AS198068 FASTNET,	- EE	2016-09-15 08:23:00\
2015-04-27 10:47:11	D	117.223.57.191	offline	SBL349214	AS9829 BSNL-NIB	- IN	never\
2015-04-27 07:03:20	D	149.132.68.139	offline	SBL256490	AS137 ASGARR	- IT	2015-05-21 15:35:54\
2015-04-26 18:04:42	D	149.154.64.70	offline	SBL256641	AS29182 ISPSYSTEM-AS,	- RU	2015-06-19 15:39:01\
2015-04-24 06:29:08	D	185.12.95.191	offline	SBL257152	AS49189 RUWEB,	- RU	2015-09-29 04:05:34\
2015-04-24 06:29:08	D	14.97.212.125	offline	Not listed	AS55740 TTSLMEIS-AS-AP	- IN	never\
2015-04-18 05:05:08	D	82.146.58.216	offline	SBL256649	AS29182 ISPSYSTEM-AS,	- RU	2015-06-09 12:02:52\
2015-04-17 19:00:10	D	14.96.202.206	offline	Not listed	AS55740 TATAINDICOM-IN	- IN	2015-04-18 10:44:25\
2015-04-17 01:52:18	D	213.138.124.13	offline	Not listed	AS35425 BYTEMARK-AS,	- GB	2015-05-27 23:43:52\
2015-04-17 00:35:59	D	185.66.70.45	offline	SBL256965	AS12406 BN-AS		2015-06-09 12:02:52\
2015-04-17 00:35:59	D	128.199.116.111	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- SG	2015-07-08 02:15:10\
2015-04-16 18:06:05	D	89.28.83.228	offline	SBL256640	AS31252 STARNET-AS,	- MD	2015-09-28 20:19:52\
2015-04-16 18:06:05	D	64.58.156.132	offline	Not listed	AS22773 ASN-CXA-ALL-CCI-22773-RDC	- US	2015-08-20 07:48:14\
2015-04-15 13:16:51	D	178.218.221.73	offline	SBL253947	AS42244 ESERVER,	- RU	2017-11-30 18:34:04\
2015-04-13 17:44:41	C	112.124.3.15	offline	Not listed	AS37963 CNNIC-ALIBABA-CN-NET-AP	- CN	2015-06-11 03:44:48\
2015-04-11 07:57:20	D	185.11.247.226	offline	SBL257276	AS49189 RUWEB,	- RU	2015-08-31 11:52:06\
2015-04-09 20:17:46	C	202.44.54.4	offline	SBL256303	AS45223 WIN-AS-TH-AP	- TH	2015-05-31 16:19:51\
2015-04-08 21:18:21	C	128.199.134.235	offline	Not listed		- SG	never\
2015-04-07 13:04:08	D	37.140.199.100	offline	Not listed	AS197695 AS-REG,	- RU	2015-07-21 19:48:10\
2015-04-02 16:28:20	C	68.169.52.10	offline	Not listed	AS20141 QUALITYTECH-SUW-300	- US	2015-05-03 16:11:58\
2015-04-01 13:17:17	D	87.236.215.151	offline	SBL258371	AS16125 CHERRYSERVERS1-AS,	- GB	2015-09-03 15:45:01\
2015-03-30 10:21:27	C	109.104.92.180	offline	Not listed	AS20738 AS20738	- GB	2015-05-13 19:47:58\
2015-03-15 09:28:15	D	84.92.85.198	offline	SBL256951	AS6871 PLUSNET	- GB	2015-05-14 14:35:59\
2015-02-26 10:21:07	C	185.46.55.88	offline	Not listed	AS43260 ROUTERGATE	- TR	2015-05-28 16:03:37\
2015-02-19 07:05:47	D	117.220.83.5	offline	Not listed	AS9829 BSNL-NIB	- IN	never\
2015-02-11 11:00:21	D	5.100.249.215	offline	SBL256493	AS12400 PARTNER-AS,	- IL	2015-08-11 15:48:59\
2015-01-24 19:30:33	D	217.118.135.182	offline	Not listed	AS15463 NETWORKI-AS,	- GB	never\
2015-01-13 12:30:31	D	64.237.40.100	offline	SBL257670	AS20473 AS-CHOOPA	- US	2015-01-30 12:52:56\
2014-09-16 19:17:02	E	212.81.134.57	offline	SBL380115	AS3262 SARENET,	- ES	2017-11-14 03:21:33\
2013-03-23 08:31:56	E	124.109.2.78	offline	SBL351797	AS45413 SERVENET-AS-TH-AP	- TH	2017-06-20 23:19:01\
2013-01-18 06:08:25	E	209.140.18.37	offline	Not listed	AS3595 GNAXNET-AS	- US	2017-12-31 00:57:53\
}
