latitude;longitude
3.852.799.984;-1.214.725.316
386.270.814;-1.214.984.478
3.854.359.005;-1.214.615.285
3.860.889.406;-12.152.827
3.851.694.262;-121.519.979
3.847.245.642;-121.427.261
3.863.715.334;-1.213.829.415
3.859.714.644;-1.214.520.581
3.857.188.611;-1.214.648.897
3.861.154.129;-1.214.759.243
3.857.336.692;-1.214.813.431
3.867.300.311;-1.214.975.291
3.853.080.212;-121.472.843
3.847.429.277;-1.214.503.108
385.857.662;-1.214.878.161
3.858.464.151;-1.214.868.341
3.865.008.296;-1.214.686.236
3.851.763.356;-1.214.229.945
3.854.031.271;-1.214.755.662
3.859.664.183;-121.423.349
3.850.591.483;-1.214.337.511
3.853.499.467;-1.214.101.636
3.858.207.989;-1.215.000.936
386.270.814;-1.214.984.478
3.852.728.547;-121.472.439
3.848.335.233;-1.214.533.502
3.847.417.289;-1.214.340.027
3.855.727.813;-1.214.614.322
3.858.679.941;-1.214.910.973
3.851.027.484;-1.214.247.349
3.845.891.145;-1.214.202.627
3.856.211.513;-1.214.990.409
3.847.434.943;-121.443.216
3.854.739.949;-1.214.605.242
3.849.720.765;-1.215.430.401
3.861.837.728;-1.214.415.417
3.848.694.218;-1.214.803.426
3.847.581.524;-1.214.196.575
3.860.667.473;-1.214.226.379
3.849.079.582;-1.214.631.494
3.862.823.395;-1.215.040.161
385.923.559;-1.214.926.811
3.853.954.773;-1.214.091.401
3.847.038.918;-1.214.223.876
3.857.415.083;-1.214.347.032
3.849.284.864;-121.502.811
385.396.649;-1.214.642.292
3.856.216.059;-1.214.918.326
3.860.700.868;-1.214.785.648
3.855.553.953;-1.214.149.596
3.844.376.695;-1.214.323.127
3.854.463.119;-1.214.278.566
3.861.003.182;-1.214.593.714
3.861.003.182;-1.214.593.714
3.847.581.524;-1.214.196.575
3.854.141.435;-1.214.326.059
3.852.217.873;-1.214.768.285
3.861.747.853;-1.214.706.061
3.848.789.953;-1.214.562.432
3.856.987.859;-1.214.910.186
3.848.927.894;-1.214.742.605
3.857.905.171;-1.214.976.906
3.846.598.861;-1.214.160.666
3.848.857.712;-1.214.566.887
3.848.126.775;-121.505.075
3.854.097.138;-1.214.558.633
3.863.248.017;-1.214.164.146
3.849.297.696;-1.215.071.286
385.000.621;-1.215.270.041
3.851.451.804;-1.213.827.886
3.865.900.657;-1.214.566.324
3.855.486.974;-1.213.858.526
3.863.298.804;-1.214.153.006
3.866.050.526;-1.215.409.492
3.855.343.263;-1.214.291.044
3.855.128.541;-1.214.671.318
3.858.885.287;-1.214.847.746
3.854.273.614;-1.214.412.734
3.855.906.655;-1.214.592.505
3.857.158.209;-1.214.746.508
3.851.382.164;-1.215.269.234
3.863.449.242;-1.215.028.488
3.861.147.666;-1.215.313.256
3.860.909.032;-121.450.115
3.857.120.018;-1.214.474.724
3.846.620.664;-1.214.412.886
3.855.768.622;-1.214.099.656
3.847.029.475;-1.214.661.466
3.860.960.014;-1.214.470.349
3.853.952.458;-1.214.647.617
3.851.229.947;-1.214.188.647
3.864.966.171;-121.467.184
384.842.135;-1.215.017.288
3.863.532.759;-1.214.576.427
3.862.884.519;-1.214.578.075
3.864.733.599;-1.214.291.435
385.978.633;-1.215.025.898
3.855.495.326;-1.213.850.336
3.850.063.002;-1.214.108.912
3.861.293.518;-1.214.508.063
3.856.643.382;-1.214.783.751
3.861.124.309;-1.214.755.625
3.856.286.705;-1.214.639.956
3.852.149.079;-1.213.907.012
3.863.872.883;-1.214.765.366
3.854.870.584;-121.465.102
3.865.263.061;-1.214.673.019
3.864.378.844;-1.215.341.593
3.854.675.579;-1.214.538.401
3.853.139.385;-1.214.170.347
3.854.674.127;-1.214.501.933
3.856.425.057;-1.214.344.738
3.864.731.156;-1.214.654.754
3.853.291.505;-1.214.940.439
3.852.390.843;-121.376.496
3.848.369.463;-121.515.322
385.422.061;-1.214.527.491
3.852.393.354;-1.214.438.954
3.846.825.223;-1.214.255.728
38.561.757;-1.214.807.105
3.845.718.227;-1.214.133.413
3.850.022.327;-1.214.124.426
3.858.464.151;-1.214.868.341
3.857.686.937;-12.148.165
3.860.154.457;-12.142.747
3.847.425.283;-1.214.368.769
3.854.469.916;-121.452.695
3.855.576.316;-1.214.894.757
3.855.539.783;-1.214.801.938
3.854.106.323;-12.147.576
3.857.991.197;-1.214.966.071
3.847.259.883;-1.214.585.217
3.861.200.165;-1.214.490.916
386.296.517;-1.214.755.286
3.860.219.485;-1.214.658.695
3.848.055.239;-1.214.846.405
3.847.921.958;-1.214.305.743
3.854.676.409;-1.214.567.702
3.855.700.746;-1.214.676.206
3.857.383.941;-1.214.795.487
3.854.674.127;-1.214.501.933
3.851.996.349;-121.429.358
3.854.454.919;-1.214.575.843
3.849.502.927;-1.214.847.037
3.854.918.489;-1.214.665.635
3.859.971.248;-1.214.284.714
384.656.669;-1.214.565.171
386.162.429;-1.214.251.049
3.858.570.373;-1.214.923.366
386.374.722;-1.214.629.549
3.854.454.919;-1.214.575.843
3.860.108.154;-121.456.171
3.850.196.814;-1.214.148.428
3.855.612.335;-1.214.724.356
3.854.454.919;-1.214.575.843
3.860.387.022;-1.215.139.523
3.857.167.967;-1.214.392.594
385.923.559;-1.214.926.811
386.405.243;-121.454.431
3.855.612.335;-1.214.724.356
3.854.718.283;-1.214.647.218
3.856.932.279;-1.215.040.444
3.856.059.283;-1.214.344.469
3.847.921.958;-1.214.305.743
386.469.111;-1.215.090.158
3.854.676.613;-1.214.566.198
3.854.676.419;-1.214.550.394
3.847.431.447;-1.214.348.784
3.847.584.192;-1.214.968.374
3.861.292.096;-121.439.243
3.863.589.608;-1.215.055.312
3.854.850.275;-1.214.687.016
3.851.730.281;-1.215.148.282
3.854.850.275;-1.214.687.016
3.853.056.905;-1.214.401.801
385.014.335;-1.214.096.022
3.861.980.119;-1.214.250.133
3.850.366.806;-1.214.116.315
3.849.575.914;-1.214.827.348
3.848.807.602;-1.214.564.025
3.863.768.815;-1.214.597.918
3.862.159.114;-1.214.316.073
3.844.973.707;-1.214.180.465
3.854.802.942;-1.214.666.875
3.854.469.916;-121.452.695
3.844.973.707;-1.214.180.465
3.851.282.875;-1.215.319.277
38.507.324;-121.413.464
3.852.393.354;-1.214.438.954
3.866.611.003;-1.215.327.875
3.855.700.746;-1.214.676.206
3.858.615.671;-1.214.879.497
3.859.284.733;-1.214.827.304
3.854.337.336;-12.146.217
3.846.528.532;-1.214.571.242
3.853.587.459;-1.214.125.616
3.864.094.112;-1.214.198.325
3.852.921.623;-1.213.846.751
3.860.611.091;-1.214.665.401
3.865.535.922;-1.214.719.145
3.857.150.442;-1.214.836.302
3.863.369.822;-121.424.418
385.447.238;-1.214.650.094
3.862.873.062;-1.215.222.297
385.286.285;-1.214.958.991
3.848.764.914;-121.491.119
3.850.578.888;-1.214.101.987
3.850.123.749;-121.482.779
3.856.019.414;-1.213.952.354
3.851.402.327;-1.214.105.955
3.855.792.771;-12.143.864
3.853.587.459;-1.214.125.616
3.844.083.226;-1.214.116.006
3.854.674.127;-1.214.501.933
3.852.199.137;-1.214.990.149
3.856.429.883;-1.213.831.694
3.844.227.407;-1.214.127.165
3.862.984.691;-1.214.835.296
3.857.402.607;-1.214.944.065
3.847.528.199;-1.214.378.887
3.852.563.317;-1.214.421.623
3.858.026.647;-1.214.979.339
3.852.506.502;-1.214.144.333
3.863.629.375;-1.214.141.322
3.860.134.944;-1.214.671.356
3.852.023.278;-1.214.080.836
3.854.721.929;-1.214.303.709
3.861.309.746;-1.214.987.037
386.194.093;-1.214.647.115
3.857.368.379;-1.214.791.371
3.859.875.634;-1.214.211.729
3.860.387.022;-1.215.139.523
385.797.446;-1.214.972.694
3.854.469.916;-121.452.695
3.851.658.451;-1.215.236.897
3.853.029.154;-1.213.906.925
3.848.230.213;-1.214.530.858
3.847.138.354;-1.214.263.125
3.848.230.213;-1.214.530.858
3.854.674.127;-1.214.501.933
3.865.008.296;-1.214.686.236
3.848.728.104;-1.214.561.046
386.230.651;-1.214.248.084
3.852.224.238;-1.214.980.099
3.861.437.028;-1.215.171.426
3.850.108.389;-1.215.264.068
3.857.164.676;-1.214.701.627
3.854.068.756;-1.214.384.155
3.851.718.828;-121.388.176
3.863.446.175;-1.214.452.806
3.861.112.822;-1.214.642.627
3.853.085.892;-1.214.960.651
3.849.142.905;-1.214.582.078
3.848.367.557;-1.214.885.865
384.925.509;-1.214.987.217
3.853.159.017;-1.214.734.384
3.855.013.285;-1.213.894.636
386.322.434;-1.214.430.679
3.856.796.664;-1.214.852.542
3.861.138.598;-1.214.472.415
3.857.884.551;-1.214.925.953
385.797.426;-1.214.987.072
3.847.431.447;-1.214.348.784
3.850.476.176;-121.526.669
3.852.363.278;-1.215.175.955
3.855.642.737;-121.455.081
3.856.940.229;-1.214.711.377
3.862.054.971;-1.214.595.717
3.851.207.103;-1.214.231.478
3.850.553.737;-1.214.357.391
3.848.943.682;-1.214.561.511
3.862.645.306;-1.214.854.095
386.172.378;-1.215.107.812
3.854.097.213;-1.214.708.274
3.857.686.937;-12.148.165
3.852.663.259;-1.214.959.901
3.855.529.508;-1.214.106.183
3.853.881.527;-121.479.014
3.857.274.295;-1.214.696.858
3.862.863.295;-1.214.547.111
3.853.881.527;-121.479.014
3.853.881.527;-121.479.014
3.853.881.527;-121.479.014
3.853.881.527;-121.479.014
3.853.881.527;-121.479.014
3.854.654.313;-121.461.195
3.851.333.061;-1.215.197.132
384.941.233;-1.215.119.634
3.859.891.162;-1.214.258.885
385.790.295;-1.214.919.713
3.860.504.898;-1.215.213.875
3.849.940.254;-1.214.627.597
385.605.653;-1.214.887.384
3.853.789.577;-12.144.887
3.860.961.727;-1.214.803.865
3.856.181.353;-121.466.574
3.862.718.153;-1.215.064.178
3.849.849.968;-1.215.441.011
3.849.601.155;-1.214.592.772
3.846.807.374;-1.214.452.487
3.850.646.635;-1.214.149.108
3.850.557.133;-1.214.331.388
3.852.502.344;-1.214.353.438
3.864.744.173;-1.214.384.217
3.862.984.691;-1.214.835.296
3.863.862.878;-1.213.815.598
3.848.259.396;-1.215.173.976
3.853.381.252;-1.214.136.728
3.865.008.296;-1.214.686.236
3.853.907.886;-1.214.345.579
3.861.446.329;-1.214.487.821
3.853.885.224;-121.469.623
3.861.138.219;-1.214.563.024
3.854.967.957;-121.477.487
3.856.664.992;-1.214.917.691
3.863.700.441;-1.214.592.018
3.853.464.567;-1.214.805.652
3.860.643.287;-1.215.128.115
3.862.306.819;-1.214.596.681
3.847.620.226;-1.214.982.461
3.859.803.706;-1.214.206.574
3.851.027.649;-1.215.275.585
3.863.862.878;-1.213.815.598
3.861.124.309;-1.214.755.625
3.856.796.664;-1.214.852.542
385.149.777;-1.214.351.262
384.802.355;-1.215.128.862
3.858.052.209;-1.214.986.248
3.855.463.655;-1.214.697.609
3.858.138.778;-121.483.793
3.853.880.039;-1.214.479.715
3.861.355.621;-1.215.019.273
3.863.078.873;-1.214.737.594
3.848.151.147;-1.214.684.313
3.852.075.518;-1.215.130.396
3.855.792.771;-12.143.864
3.861.177.605;-1.214.364.452
3.859.683.138;-1.214.384.528
3.847.191.051;-1.214.581.288
3.848.850.041;-1.215.444.584
3.850.191.712;-1.215.430.904
3.861.228.167;-1.214.935.963
3.861.223.993;-1.215.212.308
3.860.769.565;-121.519.298
3.852.101.974;-1.215.080.745
3.867.056.705;-1.215.187.863
3.849.926.989;-121.553.597
3.866.220.298;-1.215.254.515
3.861.266.409;-1.214.988.152
3.848.131.474;-1.215.013.123
3.861.655.961;-1.214.438.554
3.858.794.604;-1.214.809.362
3.868.189.146;-1.215.384.257
3.851.275.183;-1.215.048.812
3.861.323.987;-1.214.438.778
3.855.724.607;-1.214.693.534
3.852.280.382;-1.215.189.888
3.854.045.668;-1.214.614.752
3.847.384.217;-1.214.399.575
3.864.916.432;-1.214.420.147
384.741.392;-1.214.584.996
3.866.207.022;-1.214.477.449
3.854.455.719;-1.214.616.506
3.850.832.179;-1.215.040.418
3.858.102.199;-121.496.127
3.854.718.282;-1.214.599.909
3.854.222.569;-1.214.717.377
386.131.004;-121.421.018
3.847.390.639;-1.214.379.135
3.860.909.032;-121.450.115
3.846.423.037;-1.214.175.338
385.732.988;-1.214.135.687
3.863.404.292;-1.214.897.763
3.848.142.831;-1.214.803.373
385.395.643;-1.214.134.753
3.852.700.121;-1.214.781.774
3.862.464.848;-121.449.463
3.862.419.251;-1.214.488.539
3.850.569.574;-1.214.260.718
3.862.609.952;-1.214.861.821
386.180.595;-1.214.388.561
3.862.979.979;-1.214.318.149
385.546.595;-1.214.766.113
3.861.103.972;-1.214.605.782
3.854.118.256;-1.214.563.931
3.848.863.496;-1.214.667.537
3.853.196.771;-1.214.143.068
3.852.289.638;-1.215.194.566
3.852.328.826;-1.214.410.516
3.861.970.536;-1.214.441.984
38.546.706;-121.440.543
3.853.941.555;-1.214.497.148
3.853.259.694;-1.214.941.406
3.854.031.312;-1.214.502.184
3.856.216.655;-121.493.193
3.844.093.769;-1.214.043.096
3.857.586.881;-1.214.765.362
38.645.494;-1.214.231.533
3.857.486.746;-1.214.153.398
3.865.148.271;-1.215.260.796
3.861.665.653;-1.214.596.922
3.861.437.028;-1.215.171.426
3.855.925.109;-1.213.971.144
3.862.541.828;-121.433.145
385.576.326;-1.214.145.472
3.855.689.825;-1.214.308.252
3.852.199.137;-1.214.990.149
3.863.259.773;-12.144.024
3.853.481.251;-1.214.186.604
385.149.777;-1.214.351.262
3.864.384.893;-1.214.613.242
3.856.987.859;-1.214.910.186
3.861.357.719;-1.214.518.514
3.851.048.773;-121.406.008
3.857.042.066;-1.214.740.683
3.865.407.136;-1.215.048.798
3.861.533.617;-1.214.603.742
3.852.718.667;-1.214.712.477
3.852.341.067;-121.498.935
3.861.499.077;-1.214.534.714
3.857.763.638;-121.492.387
3.855.128.541;-1.214.671.318
3.854.106.323;-12.147.576
3.852.607.558;-1.214.960.849
3.853.499.467;-1.214.101.636
3.857.912.112;-1.214.972.354
3.857.396.483;-1.214.769.139
3.860.027.317;-1.214.252.477
3.852.500.301;-1.214.239.591
3.852.497.346;-1.214.425.904
3.846.337.225;-1.214.161.718
3.854.146.972;-1.214.254.625
3.856.717.253;-1.214.765.615
3.855.200.185;-1.214.641.052
3.849.626.332;-1.215.458.973
3.853.881.527;-121.479.014
3.868.031.847;-1.215.189.411
3.851.969.967;-1.214.117.755
3.863.647.881;-1.214.297.591
3.856.796.664;-1.214.852.542
3.860.846.273;-121.422.165
3.863.228.581;-1.214.303.283
3.866.611.003;-1.215.327.875
3.858.026.647;-1.214.979.339
3.859.664.183;-121.423.349
38.570.664;-121.465.448
3.853.331.244;-12.144.535
3.863.980.996;-1.214.578.571
3.855.982.551;-1.214.866.209
3.857.203.045;-1.214.670.118
3.865.829.164;-1.214.558.359
3.851.496.871;-1.214.316.103
3.862.488.515;-1.214.330.582
3.852.815.739;-1.214.905.296
3.865.829.164;-1.214.558.359
3.865.829.164;-1.214.558.359
3.861.278.526;-1.214.447.038
3.857.858.559;-1.214.641.608
3.848.131.474;-1.215.013.123
3.853.564.837;-1.214.232.684
3.848.005.429;-1.214.722.254
3.860.154.457;-12.142.747
385.689.405;-1.214.969.049
3.863.648.582;-1.214.540.173
3.860.931.329;-1.214.519.681
3.852.461.457;-1.215.043.061
3.860.873.292;-1.214.809.634
3.862.782.124;-1.214.561.105
386.677.344;-121.437.323
3.854.276.486;-1.214.653.703
3.851.178.862;-1.214.434.098
3.850.844.502;-1.214.228.765
385.695.415;-121.409.084
3.848.728.104;-1.214.561.046
3.854.049.185;-1.214.763.166
3.856.211.513;-1.214.990.409
3.857.227.839;-1.214.192.296
3.857.400.282;-1.214.116.111
3.853.118.274;-1.214.947.589
3.857.167.833;-1.214.656.818
3.858.052.209;-1.214.986.248
3.855.450.173;-1.214.673.106
3.863.020.663;-1.214.959.999
3.863.431.541;-1.215.057.628
3.848.541.682;-1.215.355.101
3.851.416.166;-1.215.188.199
3.857.995.276;-1.214.921.151
3.861.894.976;-121.436.147
3.865.798.545;-121.541.883
3.857.275.737;-1.214.674.436
3.844.520.109;-1.214.257.964
3.862.295.305;-1.214.276.866
3.861.656.909;-1.215.072.018
3.848.126.775;-121.505.075
3.861.953.342;-1.214.203.217
3.861.496.628;-1.214.483.057
3.855.863.257;-1.213.793.225
3.863.589.608;-1.215.055.312
3.858.314.743;-1.214.974.099
3.861.896.279;-1.214.855.545
3.862.034.607;-1.215.049.355
3.854.828.207;-1.214.601.784
3.853.826.519;-1.214.679.562
385.012.492;-1.215.074.769
3.854.115.653;-1.214.739.308
3.846.639.439;-1.214.269.149
3.860.504.898;-1.215.213.875
384.773.796;-1.214.961.978
3.852.472.122;-121.497.206
3.857.122.734;-1.214.733.278
3.857.669.401;-1.214.798.987
3.848.151.866;-1.214.778.424
3.852.507.079;-1.214.199.387
3.847.514.785;-121.532.985
3.861.571.266;-1.214.938.974
3.845.718.227;-1.214.133.413
3.859.664.183;-121.423.349
3.868.319.931;-1.214.982.944
3.858.203.886;-1.215.046.032
3.849.536.955;-1.214.896.069
385.527.076;-121.469.478
3.848.005.429;-1.214.722.254
3.845.156.394;-1.214.320.063
3.857.912.112;-1.214.972.354
3.847.471.535;-1.214.393.847
386.308.718;-121.530.806
3.861.499.077;-1.214.534.714
3.858.370.044;-1.215.008.344
3.858.033.768;-1.214.853.853
3.849.958.712;-121.476.662
3.853.533.971;-1.214.164.746
385.703.567;-1.214.898.435
3.846.009.782;-1.214.197.397
3.855.218.939;-12.147.265
3.856.820.709;-1.214.679.847
3.858.354.799;-1.214.873.108
3.865.172.566;-1.214.645.843
3.860.570.671;-1.214.289.938
3.862.484.479;-121.497.487
3.859.723.293;-1.215.022.303
384.711.106;-1.214.355.743
3.855.575.132;-121.411.779
3.867.087.264;-1.215.229.629
3.854.812.095;-1.214.097.474
3.856.987.859;-1.214.910.186
3.853.296.283;-1.214.673.699
3.853.549.266;-1.214.802.304
3.853.549.266;-1.214.802.304
3.857.905.171;-1.214.976.906
3.855.450.173;-1.214.673.106
3.863.449.242;-1.215.028.488
3.862.130.658;-1.214.958.913
3.850.583.253;-1.215.395.568
3.847.433.721;-1.214.189.709
385.820.092;-121.443.663
3.863.018.236;-1.214.331.176
3.843.856.722;-1.214.170.901
3.859.683.958;-1.214.206.076
3.862.616.159;-1.214.797.863
385.126.813;-1.214.800.469
3.848.585.582;-1.214.817.969
3.851.342.719;-1.214.203.339
3.856.726.042;-1.214.753.542
3.855.945.974;-1.213.825.223
3.862.631.527;-1.215.054.717
3.856.987.859;-1.214.910.186
385.057.826;-1.214.359.118
3.849.348.469;-121.483.782
3.862.852.509;-1.215.059.604
3.857.495.865;-121.418.725
386.265.063;-1.214.764.549
3.855.783.227;-1.214.100.658
3.851.411.577;-1.213.794.544
3.856.820.709;-1.214.679.847
3.848.354.243;-1.214.784.529
386.242.435;-1.214.509.187
3.850.026.653;-1.215.340.717
3.844.736.484;-1.214.263.377
3.851.651.763;-1.214.211.301
3.868.378.949;-1.214.963.494
3.864.634.156;-1.214.529.719
3.861.449.911;-1.214.569.471
385.923.559;-1.214.926.811
3.861.359.368;-1.214.495.378
3.865.733.301;-1.214.952.127
3.854.431.922;-1.214.731.872
3.851.253.489;-1.215.191.978
3.861.060.918;-1.214.432.894
385.606.351;-1.214.391.818
3.860.086.039;-1.214.329.623
3.857.223.488;-1.214.732.784
3.857.851.802;-1.214.776.151
3.846.501.315;-1.214.285.745
3.863.862.878;-1.213.815.598
3.864.268.311;-1.214.522.087
385.797.628;-1.214.833.151
3.857.520.727;-1.214.802.454
3.850.741.683;-1.214.873.157
3.855.451.604;-1.214.674.364
3.861.483.626;-1.214.458.043
3.861.040.293;-1.214.600.475
3.848.467.865;-1.214.591.953
385.857.673;-1.214.818.932
3.858.033.768;-1.214.853.853
385.696.461;-1.214.156.239
3.853.396.253;-1.214.417.791
385.102.751;-121.423.683
3.847.692.109;-1.214.930.712
3.854.255.771;-121.472.889
3.853.396.253;-1.214.417.791
3.858.026.647;-1.214.979.339
3.862.677.344;-1.214.926.777
3.854.990.015;-1.214.662.539
3.859.589.147;-1.214.911.584
3.847.638.719;-1.215.029.151
38.628.906;-1.215.044.945
3.861.063.309;-1.214.306.972
385.780.775;-1.214.731.163
3.851.597.101;-1.214.299.421
3.858.860.652;-1.214.849.513
3.861.112.465;-1.214.593.596
3.863.609.026;-1.214.441.687
3.854.119.139;-1.214.647.667
3.865.206.911;-1.214.640.355
3.850.643.521;-1.214.306.788
3.853.881.527;-121.479.014
3.853.881.527;-121.479.014
3.848.267.497;-1.214.803.387
3.864.316.291;-1.214.745.819
3.852.199.137;-1.214.990.149
3.861.035.378;-1.214.960.597
3.860.134.944;-1.214.671.356
3.866.146.903;-1.214.392.007
3.853.881.527;-121.479.014
3.853.881.527;-121.479.014
3.853.881.527;-121.479.014
3.849.574.798;-1.214.857.747
3.848.164.219;-1.215.033.851
3.853.690.358;-1.215.122.827
3.848.164.219;-1.215.033.851
3.855.614.777;-1.214.267.606
3.851.055.016;-121.409.083
3.858.314.743;-1.214.974.099
3.852.561.869;-1.214.442.877
3.857.661.853;-1.214.888.437
3.855.155.803;-1.214.684.935
3.849.572.235;-1.214.924.032
3.847.380.451;-1.214.266.738
3.854.218.087;-1.214.090.938
3.860.840.673;-1.214.495.674
3.847.529.548;-121.422.795
3.861.795.278;-1.215.215.494
3.860.154.457;-12.142.747
3.862.718.796;-1.215.015.065
3.853.881.527;-121.479.014
3.854.829.616;-1.215.044.528
3.861.800.953;-1.214.461.612
3.847.425.283;-1.214.368.769
385.171.811;-1.215.265.412
3.858.062.786;-1.215.014.996
385.319.734;-1.214.176.103
385.304.331;-1.214.149.241
3.856.416.411;-1.215.029.821
384.749.354;-1.214.366.375
3.851.786.994;-1.214.737.109
3.862.273.062;-121.487.505
3.857.411.211;-121.415.297
3.861.475.022;-1.214.484.894
3.866.207.022;-1.214.477.449
3.847.421.612;-12.142.717
3.860.154.457;-12.142.747
3.847.341.184;-1.214.266.735
385.827.398;-1.214.718.434
3.856.201.402;-1.214.972.545
3.859.714.644;-1.214.520.581
385.316.187;-1.214.126.281
3.854.621.012;-1.214.592.675
3.860.434.893;-1.215.187.747
3.853.525.168;-1.214.330.115
385.256.643;-1.215.214.479
3.847.345.298;-1.214.355.908
3.862.009.591;-1.214.196.871
3.861.314.172;-1.214.912.208
3.854.374.161;-1.214.453.634
3.845.646.666;-1.214.289.082
385.038.971;-1.214.096.971
3.863.655.425;-1.214.361.968
3.854.888.945;-1.214.107.516
3.860.244.653;-1.214.271.758
385.248.104;-121.483.171
3.863.747.898;-1.215.038.958
385.074.829;-1.215.514.523
3.853.580.637;-1.214.623.494
3.853.942.587;-1.214.743.771
3.853.078.353;-1.214.747.938
3.845.160.088;-121.442.412
3.863.757.642;-1.215.061.358
3.851.187.331;-1.214.111.584
3.864.316.291;-1.214.745.819
3.861.632.706;-1.214.372.107
3.847.765.971;-1.214.955.741
3.864.316.291;-1.214.745.819
3.857.449.124;-1.214.915.244
3.853.167.806;-1.214.162.179
3.860.918.188;-1.214.259.738
3.849.549.964;-1.215.121.112
3.863.371.631;-121.468.434
3.860.244.653;-1.214.271.758
3.847.935.079;-1.214.497.304
3.848.024.087;-1.214.372.628
3.850.946.788;-1.214.353.935
3.863.747.898;-1.215.038.958
3.855.067.613;-1.214.618.597
3.847.431.447;-1.214.348.784
3.852.652.786;-1.214.443.436
3.863.862.878;-1.213.815.598
3.861.586.018;-1.214.445.924
3.853.959.757;-1.214.261.348
3.855.300.441;-1.214.269.117
3.855.193.597;-1.214.541.222
3.850.564.851;-1.215.521.313
3.851.909.867;-1.215.227.536
3.848.740.644;-1.214.570.784
3.851.798.405;-1.214.283.253
3.865.357.208;-1.215.095.127
3.848.575.193;-1.214.626.458
3.859.864.132;-1.214.396.597
3.847.963.499;-1.214.575.741
3.866.489.459;-121.438.918
3.851.557.848;-1.214.372.604
3.857.997.771;-1.214.978.345
3.846.667.459;-1.214.449.453
3.864.150.838;-1.214.217.991
3.854.049.185;-1.214.763.166
3.855.330.191;-1.214.880.316
385.185.631;-1.213.711.111
3.861.266.767;-1.214.523.028
