latitude;longitude
3.849.407.763;-1.214.673.944
3.855.996.267;-1.215.061.519
3.846.003.018;-1.214.232.326
3.863.248.017;-1.214.164.146
3.854.146.972;-1.214.254.625
3.862.234.262;-1.214.432.958
3.848.714.497;-1.214.784.231
3.857.325.365;-1.214.637.147
3.859.025.226;-1.214.201.014
3.853.514.629;-1.214.937.694
3.854.654.137;-1.213.921.168
3.857.493.609;-1.214.749.164
3.860.802.229;-1.214.725.801
3.854.106.323;-12.147.576
3.858.052.209;-1.214.986.248
3.852.495.123;-1.214.646.263
3.863.513.882;-1.215.253.761
3.862.975.579;-1.214.815.734
3.857.991.197;-1.214.966.071
3.862.266.496;-1.214.222.039
3.846.118.894;-1.214.428.191
3.853.863.631;-1.214.344.635
3.857.190.252;-1.214.433.291
384.855.939;-1.214.564.494
3.863.020.663;-1.214.959.999
3.862.741.952;-1.214.978.994
3.862.274.838;-1.214.307.335
385.513.046;-1.214.582.532
3.860.764.526;-121.447.659
3.858.278.889;-1.215.053.361
3.845.400.615;-121.428.879
3.855.714.501;-1.215.067.204
385.952.625;-1.214.855.296
3.851.052.171;-1.214.274.484
3.848.252.455;-1.214.891.013
3.863.855.311;-1.215.296.877
3.859.118.394;-1.214.865.771
3.852.199.137;-1.214.990.149
3.854.711.178;-1.213.956.435
3.861.084.607;-1.214.210.363
3.857.325.365;-1.214.637.147
3.845.483.499;-1.214.276.816
3.854.049.185;-1.214.763.166
3.863.160.443;-1.214.403.913
3.852.904.451;-1.214.727.965
3.859.978.862;-1.215.026.883
3.848.334.563;-1.214.891.094
3.858.573.502;-1.214.863.575
385.857.673;-1.214.818.932
3.853.085.892;-1.214.960.651
3.858.245.363;-1.215.052.755
3.860.930.232;-1.214.461.973
3.851.656.122;-1.215.187.268
3.850.298.477;-1.215.346.969
386.017.616;-1.214.258.271
3.856.556.204;-1.214.998.526
3.852.199.137;-1.214.990.149
3.854.395.353;-1.214.647.075
3.855.199.422;-1.214.960.208
3.863.872.883;-1.214.765.366
3.851.488.974;-1.215.282.515
3.863.150.496;-1.214.385.612
3.852.199.137;-1.214.990.149
3.852.570.388;-1.215.041.133
3.863.495.006;-1.214.608.874
3.856.418.287;-1.214.927.485
3.846.977.953;-1.214.385.398
3.861.292.566;-1.214.932.977
3.852.732.711;-121.415.404
3.861.335.716;-1.214.506.176
3.846.977.953;-1.214.385.398
3.860.815.196;-1.214.549.202
3.853.735.621;-1.214.685.363
3.843.811.565;-1.214.267.227
3.860.240.036;-1.214.295.032
3.852.199.137;-1.214.990.149
3.863.647.881;-1.214.297.591
3.854.016.571;-121.500.048
385.076.709;-1.215.412.748
3.865.731.154;-1.215.119.979
3.862.741.952;-1.214.978.994
3.852.199.137;-1.214.990.149
3.853.704.366;-121.465.067
3.858.964.798;-1.214.802.031
3.857.369.871;-1.214.794.029
3.857.006.806;-1.214.998.385
3.854.016.571;-121.500.048
3.861.257.305;-1.214.936.677
3.857.944.539;-1.214.630.454
3.854.016.571;-121.500.048
3.860.154.457;-12.142.747
3.860.930.505;-1.214.473.452
3.856.838.945;-1.214.658.463
3.851.590.927;-1.215.145.057
3.851.921.686;-1.215.227.808
3.855.048.551;-1.214.028.462
3.851.996.349;-121.429.358
3.853.874.125;-1.214.778.223
3.849.556.587;-1.214.596.858
3.849.576.768;-1.214.803.518
3.856.170.554;-1.214.681.696
3.854.016.571;-121.500.048
3.850.603.275;-1.214.768.629
3.855.093.059;-1.214.658.126
3.854.307.784;-1.214.116.003
3.856.277.597;-1.215.058.526
384.840.083;-1.214.556.125
3.852.137.681;-1.215.068.067
386.341.268;-1.214.586.425
3.854.120.381;-1.214.918.839
3.854.021.553;-1.214.557.117
3.847.365.629;-12.143.393
3.864.402.751;-1.214.247.793
385.392.541;-1.214.650.574
3.853.231.925;-121.428.595
3.863.160.945;-1.214.779.367
3.861.955.775;-121.465.939
3.864.303.305;-1.215.259.712
3.857.050.893;-1.214.574.953
386.194.402;-1.214.799.334
3.855.032.643;-1.215.053.339
3.861.512.488;-1.214.211.625
3.857.017.351;-1.214.795.335
3.848.034.756;-1.214.485.769
3.852.378.506;-1.214.823.115
3.858.275.798;-1.214.686.143
3.857.672.297;-1.214.832.986
3.861.200.165;-1.214.490.916
3.854.735.343;-1.214.009.248
3.863.560.611;-1.215.129.202
3.856.791.951;-1.214.747.617
3.861.063.608;-1.215.139.237
3.848.876.908;-1.214.583.887
3.852.652.786;-1.214.443.436
3.855.513.128;-1.214.728.661
3.854.146.972;-1.214.254.625
3.859.049.989;-1.214.858.893
3.861.693.796;-1.214.397.434
3.862.149.931;-121.504.924
3.854.120.974;-121.470.546
3.863.476.396;-1.215.283.928
3.861.077.027;-121.493.964
3.855.301.886;-1.214.649.158
3.857.129.023;-1.214.860.977
3.862.436.035;-1.214.301.956
3.856.613.712;-1.214.680.876
3.863.347.967;-1.214.500.914
3.852.610.557;-1.214.473.321
3.852.339.385;-1.214.223.013
3.860.933.262;-1.214.948.736
3.861.285.973;-1.214.796.664
3.846.624.668;-1.214.507.883
3.848.255.011;-1.215.187.359
3.855.393.092;-1.214.428.888
3.859.954.474;-1.214.239.904
3.863.973.826;-1.214.353.699
3.851.641.638;-1.213.865.679
3.862.372.526;-1.214.481.855
3.854.455.104;-1.214.591.542
3.861.855.028;-1.214.665.975
3.859.367.176;-1.214.828.749
3.856.179.004;-1.214.825.709
3.851.787.111;-1.214.366.482
3.854.439.581;-1.213.908.868
3.863.338.067;-1.214.755.257
3.862.647.906;-1.214.205.488
3.861.093.125;-1.214.697.938
3.856.793.823;-1.214.338.815
3.849.855.045;-1.214.703.136
3.851.566.329;-1.215.018.623
3.851.326.708;-1.215.289.716
3.844.942.327;-1.214.361.716
3.855.909.654;-1.214.869.479
3.853.051.542;-1.214.854.019
3.851.947.073;-1.214.302.218
3.853.514.705;-121.471.825
3.848.795.122;-121.455.558
3.862.559.095;-121.443.841
3.844.529.571;-1.214.389.102
3.856.408.209;-1.214.171.174
3.857.170.879;-1.214.876.022
3.861.371.716;-121.518.561
386.092.415;-1.214.792.588
3.848.728.104;-1.214.561.046
3.852.846.279;-1.214.211.836
3.852.358.579;-1.214.367.219
3.850.565.244;-1.214.351.231
3.853.124.638;-1.214.992.925
3.860.892.854;-1.214.798.876
3.847.433.721;-1.214.189.709
385.105.054;-121.435.864
3.852.042.714;-1.214.986.029
3.864.480.059;-1.214.272.941
3.853.880.039;-1.214.479.715
3.862.096.842;-1.214.179.054
3.862.234.814;-121.422.546
3.848.328.361;-1.214.452.634
3.861.798.936;-1.214.267.744
386.272.906;-1.215.395.774
386.270.814;-1.214.984.478
3.863.589.608;-1.215.055.312
3.850.736.847;-1.214.184.645
3.855.152.837;-1.214.075.372
3.852.239.057;-121.411.208
3.855.683.101;-121.476.494
3.862.234.814;-121.422.546
3.864.124.446;-1.214.569.219
3.858.316.799;-1.214.996.207
3.861.819.108;-121.437.112
3.858.029.601;-121.471.865
3.852.488.785;-1.214.717.471
3.865.333.642;-1.215.363.135
3.851.496.724;-1.215.243.785
3.861.039.427;-1.214.290.403
3.854.959.457;-1.213.957.274
3.846.005.151;-121.430.301
3.850.133.937;-1.215.414.238
3.850.912.795;-1.215.403.218
3.856.022.067;-1.215.061.256
386.116.022;-1.214.839.873
386.242.591;-1.214.630.334
385.712.566;-1.215.067.732
3.857.907.899;-1.214.907.361
3.845.123.003;-1.214.401.102
3.861.564.793;-1.214.427.075
3.854.106.323;-12.147.576
3.852.532.233;-1.214.431.889
3.861.726.903;-1.214.205.256
3.848.714.755;-121.515.627
3.864.639.615;-1.214.552.334
3.858.029.569;-1.214.907.939
3.854.016.571;-121.500.048
3.857.087.225;-1.215.061.463
3.851.052.171;-1.214.274.484
3.854.080.977;-1.214.928.237
3.856.834.962;-1.214.377.221
3.847.599.535;-121.498.024
3.859.954.474;-1.214.239.904
3.855.895.752;-1.214.791.852
3.849.605.203;-1.215.558.323
3.845.656.628;-121.435.773
3.862.916.206;-1.214.378.691
3.851.083.839;-1.214.428.126
3.865.851.633;-1.214.545.664
3.860.931.053;-1.214.508.063
3.854.146.972;-1.214.254.625
3.863.466.859;-1.214.301.867
3.862.541.828;-121.433.145
3.865.473.334;-1.214.409.276
3.858.078.266;-1.214.847.979
3.862.821.323;-1.214.280.294
3.855.067.586;-1.214.946.908
3.862.541.828;-121.433.145
3.854.146.972;-1.214.254.625
3.848.934.244;-1.214.859.396
3.853.752.113;-1.214.005.808
3.862.078.836;-1.214.966.965
3.852.120.656;-1.213.867.994
3.863.292.418;-1.214.305.962
3.852.199.137;-1.214.990.149
3.863.862.878;-1.213.815.598
3.850.591.483;-1.214.337.511
3.856.684.956;-1.214.707.544
384.756.653;-1.214.866.458
3.865.407.136;-1.215.048.798
3.861.564.793;-1.214.427.075
3.858.062.786;-1.215.014.996
3.852.120.656;-1.213.867.994
3.862.697.168;-1.214.755.308
3.862.130.239;-1.214.365.799
385.440.243;-1.214.586.686
3.852.492.611;-1.214.675.138
3.864.877.851;-1.215.350.231
3.855.199.422;-1.214.960.208
3.848.715.361;-1.215.223.627
3.855.651.105;-1.214.460.999
3.862.541.828;-121.433.145
3.857.966.477;-1.214.984.909
3.860.459.245;-1.214.386.646
3.863.862.878;-1.213.815.598
3.849.297.696;-1.215.071.286
3.862.879.718;-1.214.317.459
3.854.697.447;-1.213.956.411
3.855.169.126;-1.214.652.265
3.862.379.457;-1.214.340.925
3.861.564.793;-1.214.427.075
3.852.196.274;-1.213.895.927
3.862.824.591;-1.214.767.711
3.857.204.528;-1.214.143.835
3.846.620.664;-1.214.412.886
3.865.847.399;-1.215.161.468
385.488.551;-1.214.908.853
3.857.197.086;-1.214.891.184
3.854.704.475;-121.460.415
3.864.199.956;-1.215.079.398
3.861.051.836;-121.450.146
3.852.042.714;-1.214.986.029
3.864.493.057;-1.214.291.487
3.861.900.143;-1.214.377.392
385.139.111;-1.214.287.388
386.265.006;-1.214.573.143
3.865.599.922;-1.215.120.524
3.861.655.961;-1.214.438.554
3.849.466.185;-1.215.212.433
3.847.866.928;-1.215.373.669
3.853.365.613;-1.214.131.567
3.865.603.463;-1.215.152.564
3.858.615.671;-1.214.879.497
3.854.208.195;-1.214.955.208
3.852.199.137;-1.214.990.149
3.845.483.499;-1.214.276.816
3.860.909.032;-121.450.115
3.858.245.363;-1.215.052.755
3.857.975.261;-1.214.946.947
3.856.493.858;-1.214.891.338
3.863.045.618;-1.214.323.978
384.643.132;-1.214.409.821
3.861.181.758;-121.450.227
384.643.132;-1.214.409.821
3.867.958.595;-1.214.983.584
385.671.756;-1.214.329.117
384.898.924;-1.214.898.347
3.862.945.934;-1.214.529.334
3.861.111.988;-1.214.415.705
385.671.756;-1.214.329.117
3.855.614.464;-12.147.652
3.862.309.993;-1.215.132.857
3.859.839.361;-121.496.949
3.847.038.918;-1.214.223.876
3.849.563.049;-1.215.060.656
3.859.308.341;-1.214.864.165
3.847.427.504;-1.214.465.943
385.857.662;-1.214.878.161
3.850.912.795;-1.215.403.218
3.863.273.584;-1.214.263.723
3.861.890.556;-1.215.000.769
3.864.436.086;-1.214.562.854
3.859.340.867;-1.214.774.851
385.126.194;-1.215.250.302
3.849.540.836;-1.215.231.426
386.111.316;-1.214.573.227
3.846.817.048;-1.214.191.049
3.847.756.849;-1.214.992.251
3.856.097.725;-1.214.807.337
3.856.235.453;-121.455.382
386.017.616;-1.214.258.271
3.858.052.209;-1.214.986.248
3.861.111.988;-1.214.415.705
3.855.524.272;-1.214.768.518
3.852.698.964;-1.214.393.168
3.853.513.366;-1.214.743.108
3.847.531.213;-1.214.418.427
3.853.428.621;-1.214.794.001
3.854.220.005;-1.214.549.589
3.856.623.766;-1.214.854.695
3.848.812.631;-1.214.560.039
385.332.551;-1.214.977.227
3.849.521.557;-1.214.730.323
3.848.807.602;-1.214.564.025
3.854.611.863;-1.214.526.562
3.861.111.688;-1.214.392.432
3.849.608.441;-1.214.842.454
3.862.198.839;-1.214.461.582
3.854.584.439;-1.214.603.332
3.844.733.459;-1.214.219.209
3.864.370.841;-1.213.652.379
3.861.112;-1.214.438.768
3.859.266.833;-1.214.813.882
3.861.108.354;-1.214.213.003
3.857.905.171;-1.214.976.906
3.847.431.969;-1.214.359.472
3.857.455.002;-1.214.751.606
3.858.464.151;-1.214.868.341
3.854.561.958;-1.214.598.209
3.846.734.582;-1.214.271.832
385.077.414;-1.215.389.783
3.863.111.708;-1.214.808.039
3.853.385.584;-121.513.646
3.861.112.661;-1.214.487.064
3.861.986.389;-1.214.503.749
3.855.500.397;-1.214.714.437
3.846.689.445;-1.214.170.895
3.847.591.105;-1.214.312.015
386.078.111;-1.214.548.423
3.853.515.164;-1.214.734.331
3.858.184.562;-1.215.011.657
3.856.209.913;-1.215.061.825
3.862.927.151;-1.215.045.655
3.856.285.332;-1.214.957.727
3.851.894.131;-1.214.308.901
3.854.927.393;-1.213.843.867
3.855.542.745;-1.214.069.663
3.857.344.155;-1.214.919.796
386.102.167;-1.214.484.965
3.848.250.578;-1.214.787.435
3.855.477.924;-1.214.715.398
3.848.227.007;-1.214.758.037
3.861.200.165;-1.214.490.916
3.851.835.337;-1.213.744.648
3.861.507.796;-1.214.615.346
3.862.607.633;-1.215.099.854
3.858.089.148;-121.451.116
3.858.314.743;-1.214.974.099
3.853.881.527;-121.479.014
3.854.005.859;-1.214.813.264
3.851.473.168;-1.215.042.454
3.857.795.109;-1.214.915.172
3.854.454.492;-1.214.566.752
3.856.027.062;-1.214.780.844
385.448.064;-1.214.620.963
3.858.506.592;-1.214.884.229
3.862.053.806;-1.214.489.382
3.856.037.767;-1.214.866.729
3.862.586.276;-1.214.960.446
3.853.218.208;-1.214.953.461
3.858.246.459;-1.214.969.844
3.859.808.509;-1.214.275.537
3.856.266.375;-1.214.963.791
3.862.592.409;-1.214.349.437
3.852.442.868;-1.213.875.267
3.847.421.612;-12.142.717
3.863.596.222;-121.419.733
384.885.729;-1.214.772.144
3.855.048.482;-1.214.037.764
3.860.672.341;-1.214.755.923
3.849.502.927;-1.214.847.037
3.861.647.499;-1.214.514.476
3.853.881.527;-121.479.014
3.860.337.222;-1.214.657.312
3.854.624.499;-1.214.608.546
3.864.420.903;-1.215.129.034
386.397.966;-1.214.287.837
3.854.624.499;-1.214.608.546
3.853.944.288;-1.214.554.904
3.847.429.277;-1.214.503.108
3.847.581.524;-1.214.196.575
3.852.433.302;-1.214.435.986
3.861.112.661;-1.214.487.064
3.852.433.302;-1.214.435.986
3.857.188.611;-1.214.648.897
3.848.003.574;-1.214.499.836
3.846.940.671;-1.214.280.259
3.857.837.291;-1.214.692.557
3.855.915.665;-1.213.833.572
3.862.844.479;-1.215.090.345
3.850.854.144;-1.214.907.674
3.861.353.883;-1.214.998.065
3.845.886.451;-1.214.191.177
3.862.843.144;-1.215.058.946
3.860.673.086;-1.214.499.687
3.862.203.217;-1.214.823.437
3.844.734.482;-1.214.261.773
3.856.842.536;-1.214.785.389
3.857.967.955;-1.214.745.807
3.857.905.171;-1.214.976.906
3.851.007.761;-1.214.095.726
3.853.788.497;-1.214.115.487
3.847.263.407;-1.214.578.369
3.860.086.039;-1.214.329.623
3.861.670.153;-1.214.523.173
3.851.966.749;-1.214.401.502
3.854.469;-1.214.660.167
3.857.750.632;-1.214.840.835
3.860.717.264;-1.214.729.293
3.860.683.427;-1.214.585.103
3.852.207.627;-1.214.852.041
3.857.983.801;-1.214.707.875
3.861.264.377;-1.214.313.881
3.856.210.598;-1.214.167.663
3.848.744.887;-1.215.280.659
3.847.380.451;-1.214.266.738
3.857.871.855;-1.214.764.173
3.852.532.233;-1.214.431.889
3.854.140.403;-1.214.662.161
3.850.151.426;-1.214.157.726
3.847.427.504;-1.214.465.943
3.847.427.504;-1.214.465.943
3.846.800.845;-1.214.279.114
3.857.948.479;-121.482.551
3.853.172.057;-1.214.909.166
3.863.365.507;-121.500.334
3.861.676.738;-1.214.546.338
3.856.411.202;-1.213.826.394
3.857.960.099;-1.214.907.988
38.646.805;-1.215.372.839
3.864.768.488;-1.214.297.325
3.857.188.611;-1.214.648.897
3.857.905.171;-1.214.976.906
3.846.945.288;-1.214.279.242
3.864.725.247;-1.214.675.522
3.854.675.579;-1.214.538.401
3.856.715.202;-1.214.106.008
3.851.144.623;-1.214.190.149
3.849.118.111;-1.215.155.752
386.157.977;-1.214.522.298
3.862.518.044;-1.214.621.619
3.853.227.712;-1.214.771.739
385.096.023;-121.417.646
3.853.275.029;-1.214.737.305
3.863.729.892;-1.215.325.738
386.121.196;-1.214.787.269
385.074.142;-1.214.879.622
3.852.921.412;-1.213.837.627
38.546.706;-121.440.543
3.856.724.322;-1.214.862.108
3.858.243.993;-1.215.014.414
3.856.897.661;-1.215.085.063
386.237.316;-1.214.985.029
3.865.950.124;-1.214.596.545
3.863.879.589;-1.215.062.008
3.861.264.831;-1.214.459.228
3.864.404.243;-1.214.568.936
3.856.629.455;-1.215.054.505
3.857.179.875;-121.473.383
3.859.390.962;-1.214.844.897
3.858.211.006;-1.214.956.541
3.859.390.962;-1.214.844.897
3.852.199.137;-1.214.990.149
3.848.361.349;-1.214.651.562
3.858.370.044;-1.215.008.344
3.851.598.904;-1.214.203.096
3.861.959.855;-121.511.255
3.857.010.333;-1.214.816.396
3.861.564.793;-1.214.427.075
3.848.697.009;-1.214.641.983
3.859.390.962;-1.214.844.897
3.862.464.096;-1.215.043.527
3.854.584.067;-121.459.536
3.862.352.523;-1.215.047.875
3.846.728.652;-1.214.569.973
3.856.965.224;-1.214.995.651
3.861.112.661;-1.214.487.064
3.867.160.923;-1.215.093.115
3.855.302.823;-1.214.693.358
3.855.443.881;-1.214.757.806
386.377.679;-1.214.300.114
3.857.810.659;-1.214.944.195
3.855.441.706;-1.214.776.517
3.853.290.497;-1.214.543.656
3.860.931.329;-1.214.519.681
3.857.815.667;-1.214.876.958
3.854.146.972;-1.214.254.625
3.854.672.128;-1.214.391.618
3.856.020.985;-1.215.093.921
3.843.922.779;-1.214.190.329
3.850.785.295;-121.490.311
3.848.550.389;-1.215.010.455
3.853.479.183;-1.214.091.585
3.862.821.323;-1.214.280.294
3.857.955.265;-1.214.860.731
3.856.053.898;-1.214.883.749
3.850.938.028;-1.214.139.189
3.848.883.395;-1.214.876.867
386.157.219;-1.214.922.453
3.851.538.948;-1.215.255.605
3.858.233.236;-1.214.906.079
3.856.210.598;-1.214.167.663
3.851.036.458;-1.215.209.353
3.860.666.454;-1.214.211.472
3.844.292.155;-121.444.819
3.860.757.642;-1.214.539.902
3.857.635.196;-121.474.084
3.859.540.732;-1.214.978.798
3.857.740.339;-1.214.825.556
3.857.734.295;-1.214.962.474
3.858.102.199;-121.496.127
3.854.146.972;-1.214.254.625
3.855.156.962;-1.214.064.774
3.860.244.653;-1.214.271.758
3.854.679.037;-1.214.606.267
386.017.616;-1.214.258.271
3.863.410.636;-1.214.836.423
3.845.896.393;-1.214.324.958
3.848.934.244;-1.214.859.396
3.852.023.542;-1.214.086.008
3.854.723.881;-121.466.141
3.857.478.278;-1.214.866.532
3.851.006.027;-1.215.427.657
3.849.518.358;-121.522.571
3.861.960.417;-1.214.576.083
3.854.097.213;-1.214.708.274
3.849.407.763;-1.214.673.944
3.850.298.477;-1.215.346.969
3.848.285.946;-1.215.029.365
3.852.506.274;-1.214.091.236
3.848.934.244;-1.214.859.396
3.862.800.488;-1.214.433.216
3.847.474.149;-1.214.581.108
3.848.285.946;-1.215.029.365
3.856.055.493;-1.213.891.646
3.858.295.887;-1.215.001.574
385.548.986;-1.214.290.297
386.017.616;-1.214.258.271
3.855.719.769;-1.214.594.919
385.593.266;-1.214.818.823
3.861.410.168;-1.214.530.163
385.775.315;-1.214.726.096
3.860.244.653;-1.214.271.758
3.849.575.914;-1.214.827.348
3.863.862.878;-1.213.815.598
3.858.211.006;-1.214.956.541
3.849.380.643;-1.214.711.245
3.856.816.494;-1.214.062.379
3.851.700.756;-1.214.358.127
3.857.849.376;-1.214.912.825
3.852.488.785;-1.214.717.471
3.858.245.363;-1.215.052.755
3.846.549.508;-1.214.378.156
3.857.739.748;-121.491.759
3.855.472.055;-1.214.671.236
3.852.270.247;-1.215.008.974
3.848.140.918;-1.214.933.503
3.847.295.223;-1.214.281.268
3.849.372.331;-1.215.247.086
3.852.957.118;-1.214.684.754
385.971.141;-1.214.378.627
3.854.737.452;-12.139.233
3.856.595.598;-1.214.006.742
3.848.142.831;-1.214.803.373
3.862.529.444;-1.214.258.406
3.857.917.936;-1.214.892.102
3.858.032.651;-1.214.798.128
3.863.862.878;-1.213.815.598
3.856.211.814;-1.214.713.211
385.797.426;-1.214.987.072
3.848.220.754;-1.214.851.106
3.849.793.266;-1.215.076.046
3.844.772.249;-1.214.101.087
3.863.020.663;-1.214.959.999
3.850.289.229;-1.214.831.689
3.849.572.558;-1.214.912.641
3.853.921.315;-121.461.558
3.847.345.298;-1.214.355.908
38.543.788;-1.214.418.771
3.858.468.227;-1.215.043.854
3.850.890.986;-1.214.121.265
3.857.147.205;-1.214.880.901
3.856.617.746;-1.214.625.542
3.856.201.402;-1.214.972.545
3.861.112.009;-1.214.473.381
3.851.881.458;-121.515.842
3.849.580.633;-1.214.737.197
3.847.433.721;-1.214.189.709
386.101.634;-1.214.790.946
3.857.917.936;-1.214.892.102
3.848.915.265;-1.214.564.502
3.861.731.183;-1.215.127.092
385.828.163;-1.214.983.043
3.861.663.853;-1.214.500.323
3.858.062.786;-1.215.014.996
3.856.623.766;-1.214.854.695
385.245.855;-1.213.788.285
3.857.506.207;-1.214.797.077
3.847.059.147;-12.143.386
3.850.298.477;-1.215.346.969
3.860.728.719;-1.214.812.714
3.861.085.293;-1.214.564.534
3.862.558.366;-1.214.276.865
3.851.018.792;-1.214.129.023
385.392.541;-1.214.650.574
3.863.248.017;-1.214.164.146
3.847.334.822;-1.214.411.594
386.196.628;-1.214.247.939
3.856.791.951;-1.214.747.617
3.844.925.489;-1.214.226.457
3.857.629.892;-1.214.830.358
3.852.201.663;-121.420.355
3.853.992.632;-1.214.667.271
3.866.207.022;-1.214.477.449
3.856.457.981;-1.214.930.954
3.857.484.527;-1.214.821.859
3.844.862.637;-1.214.096.613
3.867.279.982;-1.215.215.208
384.848.876;-1.215.356.952
3.864.479.784;-1.214.581.238
3.861.632.755;-1.214.378.757
3.864.193.226;-1.214.336.789
3.857.996.901;-1.214.784.756
3.857.724.403;-1.215.051.437
385.692.795;-1.214.890.397
3.856.201.402;-1.214.972.545
3.849.281.883;-1.214.940.415
3.857.227.839;-1.214.192.296
3.860.909.145;-12.145.969
3.864.028.718;-1.214.170.159
3.853.673.892;-1.214.704.533
385.719.397;-1.214.839.488
3.867.117.206;-1.214.970.061
38.570.857;-1.214.800.882
3.858.048.383;-1.214.745.188
384.706.931;-1.214.271.773
3.856.560.764;-1.214.658.077
3.852.676.399;-1.214.965.275
3.855.302.823;-1.214.693.358
3.855.302.823;-1.214.693.358
3.862.229.136;-1.214.752.572
386.047.491;-1.214.512.963
3.856.940.229;-1.214.711.377
3.852.532.233;-1.214.431.889
3.863.862.878;-1.213.815.598
3.848.716.439;-1.214.796.842
3.855.612.056;-1.214.523.277
3.858.129.991;-1.214.825.623
3.849.682.424;-1.214.616.086
3.863.228.581;-1.214.303.283
3.860.880.803;-1.214.805.674
3.848.466.401;-1.214.578.294
3.857.035.191;-1.214.710.327
3.857.188.611;-1.214.648.897
3.846.736.384;-1.214.247.312
3.856.987.859;-1.214.910.186
3.848.005.429;-1.214.722.254
3.848.918.152;-1.215.458.865
3.856.979.971;-1.214.679.798
3.864.790.058;-1.215.170.835
3.852.495.123;-1.214.646.263
3.845.721.442;-1.214.296.391
3.862.648.616;-1.214.966.948
3.864.729.201;-1.214.612.527
3.848.301.736;-1.214.771.048
3.858.366.772;-1.214.864.458
3.849.942.812;-1.214.791.546
3.852.497.346;-1.214.425.904
3.857.941.421;-1.214.864.344
3.848.461.318;-121.456.359
3.863.036.355;-1.214.873.311
3.850.793.689;-1.214.881.786
3.853.555.587;-1.214.957.557
3.857.898.287;-1.214.963.828
3.865.701.743;-1.214.605.138
3.861.444.639;-1.214.266.349
3.858.031.934;-1.214.673.661
3.846.879.146;-1.214.352.539
3.860.154.457;-12.142.747
3.857.691.743;-1.215.013.436
3.856.816.494;-1.214.062.379
3.855.006.991;-1.215.089.338
3.861.117.241;-1.214.961.379
3.848.718.235;-1.214.620.097
3.855.207.317;-1.213.918.668
3.857.005.626;-1.214.827.802
3.858.138.835;-1.214.622.017
3.865.574.053;-1.214.646.522
3.863.506.804;-1.214.538.321
3.863.995.013;-1.214.514.665
3.861.528.522;-1.214.455.173
3.857.005.626;-1.214.827.802
3.854.569.404;-1.215.085.583
3.861.110.858;-1.214.671.502
3.855.136.324;-1.214.661.451
3.861.351.653;-1.215.132.636
3.861.840.634;-1.215.190.123
3.855.128.541;-1.214.671.318
3.847.428.454;-1.214.227.089
3.861.737.258;-1.215.180.428
3.856.804.356;-1.214.785.138
384.735.965;-1.214.436.724
3.848.134.512;-1.214.988.143
3.847.390.443;-1.214.409.071
3.864.470.526;-1.214.268.957
3.847.431.603;-1.214.546.419
3.856.640.912;-1.214.633.604
3.849.980.087;-121.523.571
3.864.316.291;-1.214.745.819
3.855.151.914;-1.214.885.025
3.854.218.087;-1.214.090.938
3.865.909.484;-1.214.626.063
3.855.703.001;-1.214.030.188
3.860.140.844;-1.214.620.787
3.861.633.341;-1.214.864.485
3.863.228.581;-1.214.303.283
384.653.181;-121.440.391
3.846.602.667;-1.214.404.134
3.849.852.485;-1.214.755.412
3.848.760.526;-1.214.800.234
38.633.065;-1.214.853.477
3.853.500.243;-1.214.848.172
3.847.143.596;-1.214.308.075
385.791.674;-1.214.984.069
3.861.041.617;-1.214.223.802
3.848.416.589;-1.215.364.964
3.860.103.545;-121.496.374
3.854.961.314;-1.213.992.939
3.859.102.751;-1.214.835.098
3.845.321.298;-1.214.373.604
3.861.596.119;-1.215.154.134
385.533.528;-1.214.251.815
38.623.647;-121.428.087
3.862.170.113;-1.214.429.437
3.856.511.217;-1.214.643.599
3.859.891.228;-1.214.579.336
3.850.060.236;-1.214.771.018
3.857.209.976;-1.214.659.619
3.854.115.653;-1.214.739.308
3.853.362.535;-1.214.705.253
3.863.862.878;-1.213.815.598
3.852.055.303;-121.415.442
385.019.299;-121.474.349
386.390.241;-1.214.325.151
3.847.481.934;-121.476.798
3.848.151.147;-1.214.684.313
3.861.726.206;-1.214.755.357
3.852.627.076;-1.214.715.167
3.857.294.038;-1.214.690.268
3.864.754.283;-1.214.656.067
3.863.638.293;-1.214.149.332
3.852.659.231;-1.214.721.784
3.851.382.995;-121.437.393
3.861.242.963;-121.446.705
3.854.168.395;-1.214.757.904
3.849.967.816;-1.214.779.717
3.854.402.702;-1.215.008.042
384.860.965;-1.214.834.231
3.851.585.289;-1.214.383.522
3.852.875.444;-1.214.688.136
3.859.994.183;-1.214.276.508
3.862.102.212;-1.214.220.492
3.854.552.729;-1.214.258.249
3.863.995.013;-1.214.514.665
3.850.089.069;-1.214.771.032
3.861.782.428;-1.214.592.598
386.361.152;-1.215.105.746
3.855.196.925;-1.214.653.678
3.863.640.599;-1.214.294.691
385.269.834;-1.214.163.996
3.852.648.113;-1.214.397.787
385.393.973;-1.214.753.422
3.845.803.743;-1.214.300.376
386.533.205;-1.215.385.163
3.853.452.891;-1.214.741.684
3.854.031.271;-1.214.755.662
3.849.055.344;-121.546.318
3.856.784.758;-1.214.893.717
3.854.106.323;-12.147.576
3.862.534.078;-1.214.432.093
3.854.611.863;-1.214.526.562
3.853.801.264;-1.214.480.405
386.245.378;-1.214.311.007
3.853.137.462;-1.214.737.407
3.852.507.559;-121.427.517
3.861.199.425;-1.214.244.182
3.857.141.267;-1.214.754.391
